plate	well	depth	expt	round	sample	phage_library	notes	ID
4	F11	1.0	027i	R5i	1+.F11	alpaca		04-F11
4	F12	1.0	027i	R5i	1+.F12	alpaca		04-F12
4	G1	1.0	027i	R5i	1+.G1	alpaca		04-G1
4	G2	1.0	027i	R5i	1+.G2	alpaca		04-G2
4	G3	1.0	027i	R5i	1+.G3	alpaca		04-G3
4	G4	1.0	027i	R5i	1+.G4	alpaca		04-G4
4	G5	1.0	027i	R5i	1+.G5	alpaca		04-G5
4	G6	1.0	027i	R5i	1+.G6	alpaca		04-G6
4	G7	1.0	027i	R5i	1+.G7	alpaca		04-G7
4	G8	1.0	027i	R5i	1+.G8	alpaca		04-G8
4	G9	1.0	027i	R5i	1+.G9	alpaca		04-G9
4	G10	1.0	027i	R5i	1+.G10	alpaca		04-G10
4	G11	1.0	027i	R5i	1+.G11	alpaca		04-G11
4	H1	1.0	027i	R5i	1+.H1	alpaca		04-H1
4	H2	1.0	027i	R5i	1+.H2	alpaca		04-H2
4	H3	1.0	027i	R5i	1+.H3	alpaca		04-H3
4	H4	1.0	027i	R5i	1+.H4	alpaca		04-H4
4	H5	1.0	027i	R5i	1+.H5	alpaca		04-H5
4	H6	1.0	027i	R5i	1+.H6	alpaca		04-H6
4	H7	1.0	027i	R5i	1+.H7	alpaca		04-H7
4	H8	1.0	027i	R5i	1+.H8	alpaca		04-H8
4	H9	1.0	027i	R5i	1+.H9	alpaca		04-H9
4	H10	1.0	027i	R5i	1+.H10	alpaca		04-H10
4	H11	1.0	027i	R5i	1+.H11	alpaca		04-H11
5	A1	1.0	027i	R2i	2+.A1	alpaca		05-A1
5	A2	1.0	027i	R2i	2+.A2	alpaca		05-A2
5	A3	1.0	027i	R2i	2+.A3	alpaca		05-A3
5	A4	1.0	027i	R2i	2+.A4	alpaca		05-A4
5	A5	1.0	027i	R2i	2+.A5	alpaca		05-A5
5	A6	1.0	027i	R2i	2+.A6	alpaca		05-A6
5	A7	1.0	027i	R2i	2+.A7	alpaca		05-A7
5	A8	1.0	027i	R2i	2+.A8	alpaca		05-A8
5	A9	1.0	027i	R2i	2+.A9	alpaca		05-A9
5	A10	1.0	027i	R2i	2+.A10	alpaca		05-A10
5	A11	1.0	027i	R2i	2+.A11	alpaca		05-A11
5	A12	1.0	027i	R2i	2+.A12	alpaca		05-A12
5	B1	1.0	027i	R2i	2+.B1	alpaca		05-B1
5	B2	1.0	027i	R2i	2+.B2	alpaca		05-B2
5	B3	1.0	027i	R2i	2+.B3	alpaca		05-B3
5	B4	1.0	027i	R2i	2+.B4	alpaca		05-B4
5	B5	1.0	027i	R2i	2+.B5	alpaca		05-B5
5	B6	1.0	027i	R2i	2+.B6	alpaca		05-B6
5	B7	1.0	027i	R2i	2+.B7	alpaca		05-B7
5	B8	1.0	027i	R2i	2+.B8	alpaca		05-B8
5	B9	1.0	027i	R2i	2+.B9	alpaca		05-B9
5	B10	1.0	027i	R2i	2+.B10	alpaca		05-B10
5	B11	1.0	027i	R2i	2+.B11	alpaca		05-B11
5	B12	1.0	027i	R2i	2+.B12	alpaca		05-B12
5	C1	1.0	027i	R2i	2+.C1	alpaca		05-C1
5	C2	1.0	027i	R2i	2+.C2	alpaca		05-C2
5	C4	1.0	027i	R2i	2+.C4	alpaca		05-C4
5	C5	1.0	027i	R2i	2+.C5	alpaca		05-C5
5	C6	1.0	027i	R2i	2+.C6	alpaca		05-C6
5	C7	1.0	027i	R2i	2+.C7	alpaca		05-C7
5	C8	1.0	027i	R2i	2+.C8	alpaca		05-C8
5	C9	1.0	027i	R2i	2+.C9	alpaca		05-C9
5	C10	1.0	027i	R2i	2+.C10	alpaca		05-C10
5	C11	1.0	027i	R2i	2+.C11	alpaca		05-C11
5	C12	1.0	027i	R2i	2+.C12	alpaca		05-C12
5	D1	1.0	027i	R2i	2+.D1	alpaca		05-D1
5	D2	1.0	027i	R2i	2+.D2	alpaca		05-D2
5	D4	1.0	027i	R2i	2+.D4	alpaca		05-D4
5	D6	1.0	027i	R2i	2+.D6	alpaca		05-D6
5	D7	1.0	027i	R2i	2+.D7	alpaca		05-D7
5	D8	1.0	027i	R2i	2+.D8	alpaca		05-D8
5	D9	1.0	027i	R2i	2+.D9	alpaca		05-D9
5	D10	1.0	027i	R2i	2+.D10	alpaca		05-D10
5	D11	1.0	027i	R2i	2+.D11	alpaca		05-D11
5	D12	1.0	027i	R2i	2+.D12	alpaca		05-D12
5	E2	1.0	027i	R2i	2+.E2	alpaca		05-E2
5	E3	1.0	027i	R2i	2+.E3	alpaca		05-E3
5	E4	1.0	027i	R2i	2+.E4	alpaca		05-E4
5	E5	1.0	027i	R2i	2+.E5	alpaca		05-E5
5	E6	1.0	027i	R2i	2+.E6	alpaca		05-E6
5	E7	1.0	027i	R2i	2+.E7	alpaca		05-E7
5	E8	1.0	027i	R2i	2+.E8	alpaca		05-E8
5	E9	1.0	027i	R2i	2+.E9	alpaca		05-E9
5	E10	1.0	027i	R2i	2+.E10	alpaca		05-E10
5	E11	1.0	027i	R2i	2+.E11	alpaca		05-E11
5	E12	1.0	027i	R2i	2+.E12	alpaca		05-E12
5	F1	1.0	027i	R2i	2+.F1	alpaca		05-F1
5	F2	1.0	027i	R2i	2+.F2	alpaca		05-F2
5	F3	1.0	027i	R2i	2+.F3	alpaca		05-F3
5	F4	1.0	027i	R2i	2+.F4	alpaca		05-F4
5	F5	1.0	027i	R2i	2+.F5	alpaca		05-F5
5	F6	1.0	027i	R2i	2+.F6	alpaca		05-F6
5	F7	1.0	027i	R2i	2+.F7	alpaca		05-F7
5	F8	1.0	027i	R2i	2+.F8	alpaca		05-F8
5	F9	1.0	027i	R2i	2+.F9	alpaca		05-F9
5	F10	1.0	027i	R2i	2+.F10	alpaca		05-F10
5	F11	1.0	027i	R2i	2+.F11	alpaca		05-F11
5	F12	1.0	027i	R2i	2+.F12	alpaca		05-F12
5	G1	1.0	027i	R2i	2+.G1	alpaca		05-G1
5	G2	1.0	027i	R2i	2+.G2	alpaca		05-G2
5	G3	1.0	027i	R2i	2+.G3	alpaca		05-G3
5	G4	1.0	027i	R2i	2+.G4	alpaca		05-G4
5	G5	1.0	027i	R2i	2+.G5	alpaca		05-G5
5	G6	1.0	027i	R2i	2+.G6	alpaca		05-G6
