ID	run_id	guid
09-C6	20211229	G20211229_09-C6
09-C7	20211229	G20211229_09-C7
09-C8	20211229	G20211229_09-C8
09-C9	20211229	G20211229_09-C9
09-C10	20211229	G20211229_09-C10
09-C11	20211229	G20211229_09-C11
09-C12	20211229	G20211229_09-C12
09-D1	20211229	G20211229_09-D1
09-D2	20211229	G20211229_09-D2
09-D3	20211229	G20211229_09-D3
09-D4	20211229	G20211229_09-D4
09-D5	20211229	G20211229_09-D5
09-D6	20211229	G20211229_09-D6
09-D7	20211229	G20211229_09-D7
09-D8	20211229	G20211229_09-D8
09-D9	20211229	G20211229_09-D9
09-D10	20211229	G20211229_09-D10
09-D11	20211229	G20211229_09-D11
09-D12	20211229	G20211229_09-D12
09-E1	20211229	G20211229_09-E1
09-E2	20211229	G20211229_09-E2
09-E3	20211229	G20211229_09-E3
09-E4	20211229	G20211229_09-E4
09-E5	20211229	G20211229_09-E5
09-E6	20211229	G20211229_09-E6
09-E7	20211229	G20211229_09-E7
09-E8	20211229	G20211229_09-E8
09-E9	20211229	G20211229_09-E9
09-E10	20211229	G20211229_09-E10
09-E11	20211229	G20211229_09-E11
09-E12	20211229	G20211229_09-E12
09-F1	20211229	G20211229_09-F1
09-F2	20211229	G20211229_09-F2
09-F3	20211229	G20211229_09-F3
09-F4	20211229	G20211229_09-F4
09-F5	20211229	G20211229_09-F5
09-F6	20211229	G20211229_09-F6
09-F7	20211229	G20211229_09-F7
09-F8	20211229	G20211229_09-F8
09-F9	20211229	G20211229_09-F9
09-F10	20211229	G20211229_09-F10
09-F11	20211229	G20211229_09-F11
09-F12	20211229	G20211229_09-F12
09-G1	20211229	G20211229_09-G1
09-G2	20211229	G20211229_09-G2
09-G3	20211229	G20211229_09-G3
09-G4	20211229	G20211229_09-G4
09-G5	20211229	G20211229_09-G5
09-G6	20211229	G20211229_09-G6
09-G7	20211229	G20211229_09-G7
09-G8	20211229	G20211229_09-G8
09-G9	20211229	G20211229_09-G9
09-G10	20211229	G20211229_09-G10
09-G11	20211229	G20211229_09-G11
09-G12	20211229	G20211229_09-G12
09-H1	20211229	G20211229_09-H1
09-H2	20211229	G20211229_09-H2
09-H3	20211229	G20211229_09-H3
09-H4	20211229	G20211229_09-H4
09-H5	20211229	G20211229_09-H5
09-H6	20211229	G20211229_09-H6
09-H7	20211229	G20211229_09-H7
09-H8	20211229	G20211229_09-H8
09-H9	20211229	G20211229_09-H9
09-H10	20211229	G20211229_09-H10
09-H11	20211229	G20211229_09-H11
09-H12	20211229	G20211229_09-H12
10-A1	20211229	G20211229_10-A1
10-A2	20211229	G20211229_10-A2
10-A3	20211229	G20211229_10-A3
10-A4	20211229	G20211229_10-A4
10-A5	20211229	G20211229_10-A5
10-A6	20211229	G20211229_10-A6
10-A7	20211229	G20211229_10-A7
10-A8	20211229	G20211229_10-A8
10-A9	20211229	G20211229_10-A9
10-A10	20211229	G20211229_10-A10
10-A11	20211229	G20211229_10-A11
10-A12	20211229	G20211229_10-A12
10-B1	20211229	G20211229_10-B1
10-B2	20211229	G20211229_10-B2
10-B3	20211229	G20211229_10-B3
10-B4	20211229	G20211229_10-B4
10-B5	20211229	G20211229_10-B5
10-B6	20211229	G20211229_10-B6
10-B7	20211229	G20211229_10-B7
10-B8	20211229	G20211229_10-B8
10-B9	20211229	G20211229_10-B9
10-B10	20211229	G20211229_10-B10
10-B11	20211229	G20211229_10-B11
10-B12	20211229	G20211229_10-B12
10-C1	20211229	G20211229_10-C1
10-C2	20211229	G20211229_10-C2
10-C3	20211229	G20211229_10-C3
10-C4	20211229	G20211229_10-C4
10-C5	20211229	G20211229_10-C5
10-C6	20211229	G20211229_10-C6
10-C7	20211229	G20211229_10-C7
10-C8	20211229	G20211229_10-C8
10-C9	20211229	G20211229_10-C9
10-C10	20211229	G20211229_10-C10
10-C11	20211229	G20211229_10-C11
10-C12	20211229	G20211229_10-C12
10-D1	20211229	G20211229_10-D1
10-D2	20211229	G20211229_10-D2
10-D3	20211229	G20211229_10-D3
10-D4	20211229	G20211229_10-D4
10-D5	20211229	G20211229_10-D5
10-D6	20211229	G20211229_10-D6
10-D7	20211229	G20211229_10-D7
10-D8	20211229	G20211229_10-D8
10-D9	20211229	G20211229_10-D9
10-D10	20211229	G20211229_10-D10
10-D11	20211229	G20211229_10-D11
10-D12	20211229	G20211229_10-D12
10-E1	20211229	G20211229_10-E1
10-E2	20211229	G20211229_10-E2
10-E3	20211229	G20211229_10-E3
10-E4	20211229	G20211229_10-E4
10-E5	20211229	G20211229_10-E5
10-E6	20211229	G20211229_10-E6
10-E7	20211229	G20211229_10-E7
10-E8	20211229	G20211229_10-E8
10-E9	20211229	G20211229_10-E9
10-E10	20211229	G20211229_10-E10
10-E11	20211229	G20211229_10-E11
10-E12	20211229	G20211229_10-E12
10-F1	20211229	G20211229_10-F1
10-F2	20211229	G20211229_10-F2
10-F3	20211229	G20211229_10-F3
10-F4	20211229	G20211229_10-F4
10-F5	20211229	G20211229_10-F5
10-F6	20211229	G20211229_10-F6
10-F7	20211229	G20211229_10-F7
10-F8	20211229	G20211229_10-F8
10-F9	20211229	G20211229_10-F9
10-F10	20211229	G20211229_10-F10
10-F11	20211229	G20211229_10-F11
10-F12	20211229	G20211229_10-F12
10-G1	20211229	G20211229_10-G1
10-G2	20211229	G20211229_10-G2
10-G3	20211229	G20211229_10-G3
10-G4	20211229	G20211229_10-G4
10-G5	20211229	G20211229_10-G5
10-G6	20211229	G20211229_10-G6
10-G7	20211229	G20211229_10-G7
10-G8	20211229	G20211229_10-G8
10-G9	20211229	G20211229_10-G9
10-G10	20211229	G20211229_10-G10
10-G11	20211229	G20211229_10-G11
10-G12	20211229	G20211229_10-G12
10-H1	20211229	G20211229_10-H1
10-H2	20211229	G20211229_10-H2
10-H3	20211229	G20211229_10-H3
10-H4	20211229	G20211229_10-H4
10-H5	20211229	G20211229_10-H5
10-H6	20211229	G20211229_10-H6
10-H7	20211229	G20211229_10-H7
10-H8	20211229	G20211229_10-H8
10-H9	20211229	G20211229_10-H9
10-H10	20211229	G20211229_10-H10
10-H11	20211229	G20211229_10-H11
10-H12	20211229	G20211229_10-H12
11-A1	20211229	G20211229_11-A1
11-A2	20211229	G20211229_11-A2
11-A3	20211229	G20211229_11-A3
11-A4	20211229	G20211229_11-A4
11-A5	20211229	G20211229_11-A5
11-A6	20211229	G20211229_11-A6
11-A7	20211229	G20211229_11-A7
11-A8	20211229	G20211229_11-A8
11-A9	20211229	G20211229_11-A9
11-A10	20211229	G20211229_11-A10
11-A11	20211229	G20211229_11-A11
11-A12	20211229	G20211229_11-A12
11-B1	20211229	G20211229_11-B1
11-B2	20211229	G20211229_11-B2
11-B3	20211229	G20211229_11-B3
11-B4	20211229	G20211229_11-B4
11-B5	20211229	G20211229_11-B5
11-B6	20211229	G20211229_11-B6
11-B7	20211229	G20211229_11-B7
11-B8	20211229	G20211229_11-B8
11-B9	20211229	G20211229_11-B9
11-B10	20211229	G20211229_11-B10
11-B11	20211229	G20211229_11-B11
11-B12	20211229	G20211229_11-B12
11-C1	20211229	G20211229_11-C1
11-C2	20211229	G20211229_11-C2
11-C3	20211229	G20211229_11-C3
11-C4	20211229	G20211229_11-C4
11-C5	20211229	G20211229_11-C5
11-C6	20211229	G20211229_11-C6
11-C7	20211229	G20211229_11-C7
11-C8	20211229	G20211229_11-C8
11-C9	20211229	G20211229_11-C9
11-C10	20211229	G20211229_11-C10
11-C11	20211229	G20211229_11-C11
11-C12	20211229	G20211229_11-C12
11-D1	20211229	G20211229_11-D1
11-D2	20211229	G20211229_11-D2
11-D3	20211229	G20211229_11-D3
11-D4	20211229	G20211229_11-D4
11-D5	20211229	G20211229_11-D5
11-D6	20211229	G20211229_11-D6
11-D7	20211229	G20211229_11-D7
11-D8	20211229	G20211229_11-D8
11-D9	20211229	G20211229_11-D9
11-D10	20211229	G20211229_11-D10
11-D11	20211229	G20211229_11-D11
11-D12	20211229	G20211229_11-D12
11-E1	20211229	G20211229_11-E1
11-E2	20211229	G20211229_11-E2
11-E3	20211229	G20211229_11-E3
11-E4	20211229	G20211229_11-E4
11-E5	20211229	G20211229_11-E5
11-E6	20211229	G20211229_11-E6
11-E7	20211229	G20211229_11-E7
11-E8	20211229	G20211229_11-E8
11-E9	20211229	G20211229_11-E9
11-E10	20211229	G20211229_11-E10
11-E11	20211229	G20211229_11-E11
11-E12	20211229	G20211229_11-E12
11-F1	20211229	G20211229_11-F1
11-F2	20211229	G20211229_11-F2
11-F3	20211229	G20211229_11-F3
11-F4	20211229	G20211229_11-F4
11-F5	20211229	G20211229_11-F5
11-F6	20211229	G20211229_11-F6
11-F7	20211229	G20211229_11-F7
11-F8	20211229	G20211229_11-F8
11-F9	20211229	G20211229_11-F9
11-F10	20211229	G20211229_11-F10
11-F11	20211229	G20211229_11-F11
11-F12	20211229	G20211229_11-F12
11-G1	20211229	G20211229_11-G1
11-G2	20211229	G20211229_11-G2
11-G3	20211229	G20211229_11-G3
11-G4	20211229	G20211229_11-G4
11-G5	20211229	G20211229_11-G5
11-G6	20211229	G20211229_11-G6
11-G7	20211229	G20211229_11-G7
11-G8	20211229	G20211229_11-G8
11-G9	20211229	G20211229_11-G9
11-G10	20211229	G20211229_11-G10
11-G11	20211229	G20211229_11-G11
11-G12	20211229	G20211229_11-G12
11-H1	20211229	G20211229_11-H1
11-H2	20211229	G20211229_11-H2
11-H3	20211229	G20211229_11-H3
11-H4	20211229	G20211229_11-H4
11-H5	20211229	G20211229_11-H5
11-H6	20211229	G20211229_11-H6
11-H7	20211229	G20211229_11-H7
11-H8	20211229	G20211229_11-H8
11-H9	20211229	G20211229_11-H9
11-H10	20211229	G20211229_11-H10
11-H11	20211229	G20211229_11-H11
11-H12	20211229	G20211229_11-H12
12-A1	20211229	G20211229_12-A1
12-A2	20211229	G20211229_12-A2
12-A3	20211229	G20211229_12-A3
12-A4	20211229	G20211229_12-A4
12-A5	20211229	G20211229_12-A5
12-A6	20211229	G20211229_12-A6
12-A7	20211229	G20211229_12-A7
12-A8	20211229	G20211229_12-A8
12-A9	20211229	G20211229_12-A9
12-A10	20211229	G20211229_12-A10
12-A11	20211229	G20211229_12-A11
12-A12	20211229	G20211229_12-A12
12-B1	20211229	G20211229_12-B1
12-B2	20211229	G20211229_12-B2
12-B3	20211229	G20211229_12-B3
12-B4	20211229	G20211229_12-B4
12-B5	20211229	G20211229_12-B5
12-B6	20211229	G20211229_12-B6
12-B7	20211229	G20211229_12-B7
12-B8	20211229	G20211229_12-B8
12-B9	20211229	G20211229_12-B9
12-B10	20211229	G20211229_12-B10
12-B11	20211229	G20211229_12-B11
12-B12	20211229	G20211229_12-B12
12-C1	20211229	G20211229_12-C1
12-C2	20211229	G20211229_12-C2
12-C3	20211229	G20211229_12-C3
12-C4	20211229	G20211229_12-C4
12-C5	20211229	G20211229_12-C5
12-C6	20211229	G20211229_12-C6
12-C7	20211229	G20211229_12-C7
12-C8	20211229	G20211229_12-C8
12-C9	20211229	G20211229_12-C9
12-C10	20211229	G20211229_12-C10
12-C11	20211229	G20211229_12-C11
12-C12	20211229	G20211229_12-C12
12-D1	20211229	G20211229_12-D1
12-D2	20211229	G20211229_12-D2
12-D3	20211229	G20211229_12-D3
12-D4	20211229	G20211229_12-D4
12-D5	20211229	G20211229_12-D5
12-D6	20211229	G20211229_12-D6
12-D7	20211229	G20211229_12-D7
12-D8	20211229	G20211229_12-D8
12-D9	20211229	G20211229_12-D9
12-D10	20211229	G20211229_12-D10
12-D11	20211229	G20211229_12-D11
12-D12	20211229	G20211229_12-D12
12-E1	20211229	G20211229_12-E1
12-E2	20211229	G20211229_12-E2
12-E3	20211229	G20211229_12-E3
12-E4	20211229	G20211229_12-E4
12-E5	20211229	G20211229_12-E5
12-E6	20211229	G20211229_12-E6
12-E7	20211229	G20211229_12-E7
12-E8	20211229	G20211229_12-E8
12-E9	20211229	G20211229_12-E9
12-E10	20211229	G20211229_12-E10
12-E11	20211229	G20211229_12-E11
12-E12	20211229	G20211229_12-E12
12-F1	20211229	G20211229_12-F1
12-F2	20211229	G20211229_12-F2
12-F3	20211229	G20211229_12-F3
12-F4	20211229	G20211229_12-F4
12-F5	20211229	G20211229_12-F5
12-F6	20211229	G20211229_12-F6
12-F7	20211229	G20211229_12-F7
12-F8	20211229	G20211229_12-F8
12-G1	20211229	G20211229_12-G1
12-G2	20211229	G20211229_12-G2
12-G3	20211229	G20211229_12-G3
12-G4	20211229	G20211229_12-G4
12-G5	20211229	G20211229_12-G5
12-G6	20211229	G20211229_12-G6
12-G7	20211229	G20211229_12-G7
12-G8	20211229	G20211229_12-G8
12-G9	20211229	G20211229_12-G9
12-G10	20211229	G20211229_12-G10
12-G11	20211229	G20211229_12-G11
12-G12	20211229	G20211229_12-G12
01-A3	20220111	G20220111_01-A3
01-A4	20220111	G20220111_01-A4
01-A5	20220111	G20220111_01-A5
01-A6	20220111	G20220111_01-A6
01-A7	20220111	G20220111_01-A7
01-A8	20220111	G20220111_01-A8
01-A9	20220111	G20220111_01-A9
01-A10	20220111	G20220111_01-A10
01-A11	20220111	G20220111_01-A11
01-A12	20220111	G20220111_01-A12
01-B2	20220111	G20220111_01-B2
01-B3	20220111	G20220111_01-B3
01-B4	20220111	G20220111_01-B4
01-B6	20220111	G20220111_01-B6
01-B7	20220111	G20220111_01-B7
01-B8	20220111	G20220111_01-B8
01-B9	20220111	G20220111_01-B9
01-B10	20220111	G20220111_01-B10
01-B11	20220111	G20220111_01-B11
01-B12	20220111	G20220111_01-B12
01-C3	20220111	G20220111_01-C3
01-C4	20220111	G20220111_01-C4
01-C5	20220111	G20220111_01-C5
01-C6	20220111	G20220111_01-C6
01-C7	20220111	G20220111_01-C7
01-C8	20220111	G20220111_01-C8
01-C9	20220111	G20220111_01-C9
01-C10	20220111	G20220111_01-C10
01-C11	20220111	G20220111_01-C11
01-C12	20220111	G20220111_01-C12
01-D1	20220111	G20220111_01-D1
01-D2	20220111	G20220111_01-D2
01-D3	20220111	G20220111_01-D3
01-D4	20220111	G20220111_01-D4
01-D5	20220111	G20220111_01-D5
01-D6	20220111	G20220111_01-D6
01-D7	20220111	G20220111_01-D7
01-D8	20220111	G20220111_01-D8
01-D9	20220111	G20220111_01-D9
01-D10	20220111	G20220111_01-D10
01-D11	20220111	G20220111_01-D11
01-D12	20220111	G20220111_01-D12
01-E1	20220111	G20220111_01-E1
01-E2	20220111	G20220111_01-E2
01-E3	20220111	G20220111_01-E3
01-E4	20220111	G20220111_01-E4
01-E5	20220111	G20220111_01-E5
01-E6	20220111	G20220111_01-E6
01-E7	20220111	G20220111_01-E7
01-E8	20220111	G20220111_01-E8
01-E9	20220111	G20220111_01-E9
01-E10	20220111	G20220111_01-E10
01-E11	20220111	G20220111_01-E11
01-F1	20220111	G20220111_01-F1
01-F2	20220111	G20220111_01-F2
01-F3	20220111	G20220111_01-F3
01-F4	20220111	G20220111_01-F4
01-F5	20220111	G20220111_01-F5
01-F6	20220111	G20220111_01-F6
01-F7	20220111	G20220111_01-F7
01-F8	20220111	G20220111_01-F8
01-F9	20220111	G20220111_01-F9
01-F10	20220111	G20220111_01-F10
01-F11	20220111	G20220111_01-F11
01-F12	20220111	G20220111_01-F12
01-G1	20220111	G20220111_01-G1
01-G2	20220111	G20220111_01-G2
01-G3	20220111	G20220111_01-G3
01-G4	20220111	G20220111_01-G4
01-G5	20220111	G20220111_01-G5
01-G6	20220111	G20220111_01-G6
01-G7	20220111	G20220111_01-G7
01-G8	20220111	G20220111_01-G8
01-G9	20220111	G20220111_01-G9
01-G10	20220111	G20220111_01-G10
01-G11	20220111	G20220111_01-G11
01-G12	20220111	G20220111_01-G12
01-H1	20220111	G20220111_01-H1
01-H2	20220111	G20220111_01-H2
01-H3	20220111	G20220111_01-H3
01-H4	20220111	G20220111_01-H4
01-H5	20220111	G20220111_01-H5
01-H7	20220111	G20220111_01-H7
01-H8	20220111	G20220111_01-H8
01-H9	20220111	G20220111_01-H9
01-H10	20220111	G20220111_01-H10
01-H11	20220111	G20220111_01-H11
01-H12	20220111	G20220111_01-H12
02-A2	20220111	G20220111_02-A2
02-A4	20220111	G20220111_02-A4
02-A5	20220111	G20220111_02-A5
02-A6	20220111	G20220111_02-A6
02-A7	20220111	G20220111_02-A7
02-A9	20220111	G20220111_02-A9
02-A10	20220111	G20220111_02-A10
02-A11	20220111	G20220111_02-A11
02-B1	20220111	G20220111_02-B1
02-B2	20220111	G20220111_02-B2
02-B3	20220111	G20220111_02-B3
02-B4	20220111	G20220111_02-B4
02-B5	20220111	G20220111_02-B5
02-B6	20220111	G20220111_02-B6
02-B7	20220111	G20220111_02-B7
02-B8	20220111	G20220111_02-B8
02-B9	20220111	G20220111_02-B9
02-B10	20220111	G20220111_02-B10
02-B11	20220111	G20220111_02-B11
02-C1	20220111	G20220111_02-C1
02-C2	20220111	G20220111_02-C2
02-C3	20220111	G20220111_02-C3
02-C4	20220111	G20220111_02-C4
02-C5	20220111	G20220111_02-C5
02-C6	20220111	G20220111_02-C6
02-C7	20220111	G20220111_02-C7
02-C8	20220111	G20220111_02-C8
02-C9	20220111	G20220111_02-C9
02-C10	20220111	G20220111_02-C10
02-C11	20220111	G20220111_02-C11
02-C12	20220111	G20220111_02-C12
02-D1	20220111	G20220111_02-D1
02-D2	20220111	G20220111_02-D2
02-D3	20220111	G20220111_02-D3
02-D4	20220111	G20220111_02-D4
02-D5	20220111	G20220111_02-D5
02-D6	20220111	G20220111_02-D6
02-D7	20220111	G20220111_02-D7
02-D8	20220111	G20220111_02-D8
02-D9	20220111	G20220111_02-D9
02-D10	20220111	G20220111_02-D10
02-D11	20220111	G20220111_02-D11
02-D12	20220111	G20220111_02-D12
02-E1	20220111	G20220111_02-E1
02-E2	20220111	G20220111_02-E2
02-E3	20220111	G20220111_02-E3
02-E4	20220111	G20220111_02-E4
02-E5	20220111	G20220111_02-E5
02-E6	20220111	G20220111_02-E6
02-E7	20220111	G20220111_02-E7
02-E8	20220111	G20220111_02-E8
02-E9	20220111	G20220111_02-E9
02-E10	20220111	G20220111_02-E10
02-E11	20220111	G20220111_02-E11
02-E12	20220111	G20220111_02-E12
02-F1	20220111	G20220111_02-F1
02-F2	20220111	G20220111_02-F2
02-F3	20220111	G20220111_02-F3
02-F4	20220111	G20220111_02-F4
02-F5	20220111	G20220111_02-F5
02-F6	20220111	G20220111_02-F6
02-F7	20220111	G20220111_02-F7
02-F8	20220111	G20220111_02-F8
02-F9	20220111	G20220111_02-F9
02-F10	20220111	G20220111_02-F10
02-F11	20220111	G20220111_02-F11
02-F12	20220111	G20220111_02-F12
02-G1	20220111	G20220111_02-G1
02-G2	20220111	G20220111_02-G2
02-G3	20220111	G20220111_02-G3
02-G4	20220111	G20220111_02-G4
02-G5	20220111	G20220111_02-G5
02-G6	20220111	G20220111_02-G6
02-G7	20220111	G20220111_02-G7
02-G8	20220111	G20220111_02-G8
02-G9	20220111	G20220111_02-G9
02-G10	20220111	G20220111_02-G10
02-G11	20220111	G20220111_02-G11
02-G12	20220111	G20220111_02-G12
02-H1	20220111	G20220111_02-H1
02-H2	20220111	G20220111_02-H2
02-H3	20220111	G20220111_02-H3
02-H4	20220111	G20220111_02-H4
02-H9	20220111	G20220111_02-H9
02-H10	20220111	G20220111_02-H10
02-H11	20220111	G20220111_02-H11
02-H12	20220111	G20220111_02-H12
03-A1	20220111	G20220111_03-A1
03-A2	20220111	G20220111_03-A2
03-A3	20220111	G20220111_03-A3
03-A5	20220111	G20220111_03-A5
03-A6	20220111	G20220111_03-A6
03-A7	20220111	G20220111_03-A7
03-A8	20220111	G20220111_03-A8
03-A9	20220111	G20220111_03-A9
03-A10	20220111	G20220111_03-A10
03-A11	20220111	G20220111_03-A11
03-A12	20220111	G20220111_03-A12
03-B1	20220111	G20220111_03-B1
03-B2	20220111	G20220111_03-B2
03-B4	20220111	G20220111_03-B4
03-B5	20220111	G20220111_03-B5
03-B6	20220111	G20220111_03-B6
03-B7	20220111	G20220111_03-B7
03-B8	20220111	G20220111_03-B8
03-B9	20220111	G20220111_03-B9
03-B10	20220111	G20220111_03-B10
03-B11	20220111	G20220111_03-B11
03-B12	20220111	G20220111_03-B12
03-C1	20220111	G20220111_03-C1
03-C2	20220111	G20220111_03-C2
03-C3	20220111	G20220111_03-C3
03-C4	20220111	G20220111_03-C4
03-C5	20220111	G20220111_03-C5
03-C6	20220111	G20220111_03-C6
03-C7	20220111	G20220111_03-C7
03-C8	20220111	G20220111_03-C8
03-C9	20220111	G20220111_03-C9
03-C10	20220111	G20220111_03-C10
03-C11	20220111	G20220111_03-C11
03-C12	20220111	G20220111_03-C12
03-D1	20220111	G20220111_03-D1
03-D2	20220111	G20220111_03-D2
03-D3	20220111	G20220111_03-D3
03-D4	20220111	G20220111_03-D4
03-D5	20220111	G20220111_03-D5
03-D6	20220111	G20220111_03-D6
03-D7	20220111	G20220111_03-D7
03-D8	20220111	G20220111_03-D8
03-D9	20220111	G20220111_03-D9
03-D10	20220111	G20220111_03-D10
03-D11	20220111	G20220111_03-D11
03-D12	20220111	G20220111_03-D12
03-E1	20220111	G20220111_03-E1
03-E2	20220111	G20220111_03-E2
03-E3	20220111	G20220111_03-E3
03-E4	20220111	G20220111_03-E4
03-E5	20220111	G20220111_03-E5
03-E6	20220111	G20220111_03-E6
03-E7	20220111	G20220111_03-E7
03-E8	20220111	G20220111_03-E8
03-E9	20220111	G20220111_03-E9
03-E10	20220111	G20220111_03-E10
03-E11	20220111	G20220111_03-E11
03-E12	20220111	G20220111_03-E12
03-F1	20220111	G20220111_03-F1
03-F2	20220111	G20220111_03-F2
03-F3	20220111	G20220111_03-F3
03-F4	20220111	G20220111_03-F4
03-F5	20220111	G20220111_03-F5
03-F6	20220111	G20220111_03-F6
03-F7	20220111	G20220111_03-F7
03-F8	20220111	G20220111_03-F8
03-F9	20220111	G20220111_03-F9
03-F10	20220111	G20220111_03-F10
03-F11	20220111	G20220111_03-F11
03-F12	20220111	G20220111_03-F12
03-G1	20220111	G20220111_03-G1
03-G2	20220111	G20220111_03-G2
03-G3	20220111	G20220111_03-G3
03-G4	20220111	G20220111_03-G4
03-G5	20220111	G20220111_03-G5
03-G6	20220111	G20220111_03-G6
03-G7	20220111	G20220111_03-G7
03-G8	20220111	G20220111_03-G8
03-G9	20220111	G20220111_03-G9
03-G10	20220111	G20220111_03-G10
03-G11	20220111	G20220111_03-G11
03-G12	20220111	G20220111_03-G12
03-H1	20220111	G20220111_03-H1
03-H2	20220111	G20220111_03-H2
03-H3	20220111	G20220111_03-H3
03-H4	20220111	G20220111_03-H4
03-H5	20220111	G20220111_03-H5
03-H6	20220111	G20220111_03-H6
03-H7	20220111	G20220111_03-H7
03-H10	20220111	G20220111_03-H10
03-H11	20220111	G20220111_03-H11
03-H12	20220111	G20220111_03-H12
04-A1	20220111	G20220111_04-A1
04-A2	20220111	G20220111_04-A2
04-A3	20220111	G20220111_04-A3
04-A4	20220111	G20220111_04-A4
04-A5	20220111	G20220111_04-A5
04-A6	20220111	G20220111_04-A6
04-A7	20220111	G20220111_04-A7
04-A8	20220111	G20220111_04-A8
04-A9	20220111	G20220111_04-A9
04-A10	20220111	G20220111_04-A10
04-A11	20220111	G20220111_04-A11
04-A12	20220111	G20220111_04-A12
04-B1	20220111	G20220111_04-B1
04-B2	20220111	G20220111_04-B2
04-B3	20220111	G20220111_04-B3
04-B4	20220111	G20220111_04-B4
04-B5	20220111	G20220111_04-B5
04-B6	20220111	G20220111_04-B6
04-B7	20220111	G20220111_04-B7
04-B8	20220111	G20220111_04-B8
04-B9	20220111	G20220111_04-B9
04-B10	20220111	G20220111_04-B10
04-B11	20220111	G20220111_04-B11
04-B12	20220111	G20220111_04-B12
04-C1	20220111	G20220111_04-C1
04-C2	20220111	G20220111_04-C2
04-C3	20220111	G20220111_04-C3
04-C4	20220111	G20220111_04-C4
04-C5	20220111	G20220111_04-C5
04-C6	20220111	G20220111_04-C6
04-C7	20220111	G20220111_04-C7
04-C8	20220111	G20220111_04-C8
04-C9	20220111	G20220111_04-C9
04-C10	20220111	G20220111_04-C10
04-C11	20220111	G20220111_04-C11
04-C12	20220111	G20220111_04-C12
04-D1	20220111	G20220111_04-D1
04-D2	20220111	G20220111_04-D2
04-D3	20220111	G20220111_04-D3
04-D4	20220111	G20220111_04-D4
04-D5	20220111	G20220111_04-D5
04-D6	20220111	G20220111_04-D6
04-D7	20220111	G20220111_04-D7
04-D8	20220111	G20220111_04-D8
04-D9	20220111	G20220111_04-D9
04-D10	20220111	G20220111_04-D10
04-D11	20220111	G20220111_04-D11
04-D12	20220111	G20220111_04-D12
04-E1	20220111	G20220111_04-E1
04-E2	20220111	G20220111_04-E2
04-E3	20220111	G20220111_04-E3
04-E4	20220111	G20220111_04-E4
04-E5	20220111	G20220111_04-E5
04-E6	20220111	G20220111_04-E6
04-E7	20220111	G20220111_04-E7
04-E10	20220111	G20220111_04-E10
04-E11	20220111	G20220111_04-E11
04-E12	20220111	G20220111_04-E12
04-F1	20220111	G20220111_04-F1
04-F2	20220111	G20220111_04-F2
04-F3	20220111	G20220111_04-F3
04-F4	20220111	G20220111_04-F4
04-F5	20220111	G20220111_04-F5
04-F6	20220111	G20220111_04-F6
04-F7	20220111	G20220111_04-F7
04-F8	20220111	G20220111_04-F8
04-F9	20220111	G20220111_04-F9
04-F10	20220111	G20220111_04-F10
04-F11	20220111	G20220111_04-F11
04-F12	20220111	G20220111_04-F12
04-G1	20220111	G20220111_04-G1
04-G2	20220111	G20220111_04-G2
04-G3	20220111	G20220111_04-G3
04-G4	20220111	G20220111_04-G4
04-G5	20220111	G20220111_04-G5
04-G6	20220111	G20220111_04-G6
04-G7	20220111	G20220111_04-G7
04-G8	20220111	G20220111_04-G8
04-G9	20220111	G20220111_04-G9
04-G10	20220111	G20220111_04-G10
04-G11	20220111	G20220111_04-G11
04-H1	20220111	G20220111_04-H1
04-H2	20220111	G20220111_04-H2
04-H3	20220111	G20220111_04-H3
04-H4	20220111	G20220111_04-H4
04-H5	20220111	G20220111_04-H5
04-H6	20220111	G20220111_04-H6
04-H7	20220111	G20220111_04-H7
04-H8	20220111	G20220111_04-H8
04-H9	20220111	G20220111_04-H9
04-H10	20220111	G20220111_04-H10
04-H11	20220111	G20220111_04-H11
05-A1	20220111	G20220111_05-A1
05-A2	20220111	G20220111_05-A2
05-A3	20220111	G20220111_05-A3
05-A4	20220111	G20220111_05-A4
05-A5	20220111	G20220111_05-A5
05-A6	20220111	G20220111_05-A6
05-A7	20220111	G20220111_05-A7
05-A8	20220111	G20220111_05-A8
05-A9	20220111	G20220111_05-A9
05-A10	20220111	G20220111_05-A10
05-A11	20220111	G20220111_05-A11
05-A12	20220111	G20220111_05-A12
05-B1	20220111	G20220111_05-B1
05-B2	20220111	G20220111_05-B2
05-B3	20220111	G20220111_05-B3
05-B4	20220111	G20220111_05-B4
05-B5	20220111	G20220111_05-B5
05-B6	20220111	G20220111_05-B6
05-B7	20220111	G20220111_05-B7
05-B8	20220111	G20220111_05-B8
05-B9	20220111	G20220111_05-B9
05-B10	20220111	G20220111_05-B10
05-B11	20220111	G20220111_05-B11
05-B12	20220111	G20220111_05-B12
05-C1	20220111	G20220111_05-C1
05-C2	20220111	G20220111_05-C2
05-C4	20220111	G20220111_05-C4
05-C5	20220111	G20220111_05-C5
05-C6	20220111	G20220111_05-C6
05-C7	20220111	G20220111_05-C7
05-C8	20220111	G20220111_05-C8
05-C9	20220111	G20220111_05-C9
05-C10	20220111	G20220111_05-C10
05-C11	20220111	G20220111_05-C11
05-C12	20220111	G20220111_05-C12
05-D1	20220111	G20220111_05-D1
05-D2	20220111	G20220111_05-D2
05-D4	20220111	G20220111_05-D4
