,Date,Titer_Plate,Round,In_Out,Plate,Sample,Vol,C_Dilution,C_Count,C_pfu/mL,C_pfu/well,C_log(pfu/mL),C_log(pfu/well),C_log(change),Group_mean(log_pfu/well),Group_std(log_pfu/well),Notes,C_log(enrichment),1x_input_vs_1/100x_input,K_Dilution,K_Count,K_pfu/mL,K_pfu/well,K_log(pfu/mL),K_log(pfu/well),K_log(enrichment),log(carb-kan/ml),log(carb-kan/well),kind,fraction,r,sample_full
445,,,R7,out,CS3-,B2,0.5,-3,14.091404,14091404.0,7045702.0,7.1489542662871655,6.847924270623184,,,,,-0.4822242991934198,,,,,,,,,,,CS3-,CS3-,7,B2
446,,,R7,out,CS3-,B3,0.5,-3,9.280866,9280866.0,4640433.0,6.9675885022397495,6.666558506575768,,,,,-0.7944613272430301,,,,,,,,,,,CS3-,CS3-,7,B3
447,,,R7,out,CS3-,B4,0.5,-3,16.75773,16757729.999999998,8378864.999999999,7.22421518880247,6.9231851931384885,,,,,-0.6577011958670482,,,,,,,,,,,CS3-,CS3-,7,B4
448,,,R7,out,CS3-,B5,0.5,-3,15.822417,15822417.0,7911208.5,7.199272826164467,6.898242830500486,,,,,-0.6239336490142309,,,,,,,,,,,CS3-,CS3-,7,B5
449,,,R7,out,CS3-,B6,0.5,-3,9.069427,9069427.0,4534713.5,6.957579849507827,6.656549853843846,,,,,-0.821721971833945,,,,,,,,,,,CS3-,CS3-,7,B6
450,,,R7,out,CS3-,B7,0.5,-3,7.421801,7421801.0,3710900.5,6.870509305474831,6.56947930981085,,,,,-0.01620894167803577,,,,,,,,,,,CS3-,CS3-,7,B7
451,,,R7,out,CS3-,B8,0.5,-4,21.508083,215080830.0,107540415.0,8.332601703756934,8.031571708092953,,,,,-0.8913419293444278,,,,,,,,,,,CS3-,CS3-,7,B8
452,,,R7,out,CS3-,B9,0.5,-2,22.103642,2210364.2,1105182.1,6.344463837947018,6.0434338422830365,,,,,-0.8293439593329612,,,,,,,,,,,CS3-,CS3-,7,B9
453,,,R7,out,CS3-,B10,0.5,-2,23.622475,2362247.5,1181123.75,6.373325398041745,6.0722954023777636,,,,,-0.8421513700160892,,,,,,,,,,,CS3-,CS3-,7,B10
454,,,R7,out,CS3-,B11,0.5,-2,27.264194,2726419.4,1363209.7,6.435592663345913,6.134562667681932,,,,,-0.06878616518329572,,,,,,,,,,,CS3-,CS3-,7,B11
455,,,R7,out,CS3-,B12,0.5,-2,16.5791,1657910.0,828955.0,6.219560951085025,5.918530955421044,,,,,-0.7894028538954272,,,,,,,,,,,CS3-,CS3-,7,B12
456,,13.0,R7,out,CS3-,E1,0.5,-1,17.139338,171393.37999999998,85696.68999999999,5.233994043462366,4.932964047798385,,5.411002668224658,0.6579034495237748,0.8867600484483593,-0.6211831751533596,,,,,,,,,,,CS3-,CS3-,7,E1
457,,,R7,out,CS3-,E2,0.5,-1,57.848969,578489.69,289244.845,5.76229562324281,5.461265627578829,,,,,-0.5165966326591924,,,,,,,,,,,CS3-,CS3-,7,E2
458,,,R7,out,CS3-,E3,0.5,-2,13.480845,1348084.5,674042.25,6.129717115295412,5.8286871196314305,,,,,-0.31270961016046783,,,,,,,,,,,CS3-,CS3-,7,E3
459,,,R7,out,CS3-,E4,0.5,-2,11.234289,1123428.9000000001,561714.4500000001,6.05054559182879,5.749515596164809,,,,,-0.43659916362796203,,,,,,,,,,,CS3-,CS3-,7,E4
460,,,R7,out,CS3-,E5,0.5,-2,13.667574,1366757.4,683378.7,6.1356914339595825,5.834661438295601,,,,,-0.49931111549779583,,,,,,,,,,,CS3-,CS3-,7,E5
461,,,R7,out,CS3-,E6,0.5,-2,10.673251,1067325.1,533662.55,6.028296722733988,5.727266727070007,,,,,-0.5659242529593227,,,,,,,,,,,CS3-,CS3-,7,E6
462,,,R7,out,CS3-,E7,0.5,-1,13.741206,137412.06,68706.03,5.138024850348028,4.836994854684047,,,,,0.48520588912590146,,,,,,,,,,,CS3-,CS3-,7,E7
463,,,R7,out,CS3-,E8,0.5,-1,42.406174,424061.74,212030.87,5.627429091001492,5.326399095337511,,,,,-0.47928016751220603,,,,,,,,,,,CS3-,CS3-,7,E8
464,,,R7,out,CS3-,E9,0.5,-1,1.194543,11945.429999999998,5972.714999999999,4.077201787678698,3.776171792014717,,,,,-1.9376339831616294,,,,,,,,,,,CS3-,CS3-,7,E9
465,,,R7,out,CS3-,E10,0.5,-1,5.336172,53361.72,26680.86,4.727229819680419,4.426199824016438,,,,,-0.00894724869074004,,,,,,,,,,,CS3-,CS3-,7,E10
466,,,R7,out,CS3-,E11,0.5,-1,16.545668,165456.68,82728.34,5.2186843056667716,4.91765431000279,,,,,0.3654883775645823,,,,,,,,,,,CS3-,CS3-,7,E11
467,,,R7,out,CS3-,E12,0.5,-1,6.352163,63521.63,31760.815,4.802921633797548,4.501891638133567,,,,,0.501603796301092,,,,,,,,,,,CS3-,CS3-,7,E12
468,,14.0,R7,out,CS3-,F1,0.5,-1,33.690445,336904.44999999995,168452.22499999998,5.52750674739454,5.226476751730559,,5.286424736633273,1.0967544440911094,,0.22366226054830207,,,,,,,,,,,CS3-,CS3-,7,F1
469,,,R7,out,CS3-,F2,0.5,-1,50.693752,506937.52,253468.76,5.704954435879023,5.403924440215042,,,,,-0.31266964307153344,,,,,,,,,,,CS3-,CS3-,7,F2
470,,,R7,out,CS3-,F3,0.5,-2,11.447908,1144790.8,572395.4,6.05872613060035,5.757696134936369,,,,,-0.32352489941655005,,,,,,,,,,,CS3-,CS3-,7,F3
471,,,R7,out,CS3-,F4,0.5,-1,37.203773,372037.73,186018.865,5.570586985849341,5.26955699018536,,,,,-0.8400028617445496,,,,,,,,,,,CS3-,CS3-,7,F4
472,,,R7,out,CS3-,F5,0.5,-2,10.393198,1039319.8,519659.9,6.016749201075187,5.715719205411205,,,,,-0.5294575315785712,,,,,,,,,,,CS3-,CS3-,7,F5
473,,,R7,out,CS3-,F6,0.5,-1,32.962219,329622.19,164811.095,5.518016440495246,5.216986444831265,,,,,-1.041623747510628,,,,,,,,,,,CS3-,CS3-,7,F6
474,,,R7,out,CS3-,F7,0.5,-1,8.589397,85893.97,42946.985,4.933962676198563,4.632932680534582,,,,,0.09296568623033696,,,,,,,,,,,CS3-,CS3-,7,F7
475,,,R7,out,CS3-,F8,0.5,-2,13.882242,1388224.2,694112.1,6.142459610902571,5.84142961523859,,,,,-0.3626940453331553,,,,,,,,,,,CS3-,CS3-,7,F8
476,,,R7,out,CS3-,F9,0.5,-1,5.669646,56696.46,28348.23,4.753555943364495,4.452525947700514,,,,,-1.1769537853172594,,,,,,,,,,,CS3-,CS3-,7,F9
477,,,R7,out,CS3-,F10,0.5,-1,0.013199,131.99,65.995,2.1205410288624194,1.819511033198438,,,,,-2.148797695639476,,,,,,,,,,,CS3-,CS3-,7,F10
478,,,R7,out,CS3-,F11,0.5,-1,11.96253,119625.29999999999,59812.649999999994,5.077823039923301,4.776793044259319,,,,,0.410130030571235,,,,,,,,,,,CS3-,CS3-,7,F11
479,,,R7,out,CS3-,F12,0.5,-2,10.285244,1028524.4,514262.2,6.012214599054236,5.7111846033902545,,,,,1.5966810386038697,,,,,,,,,,,CS3-,CS3-,7,F12
