,Round,In_Out,Plate,Sample,Vol,C_Dilution,C_Count,C_pfu/mL,C_pfu/well,C_log(pfu/mL),C_log(pfu/well),C_log(change),C_log(enrichment),K_Dilution,K_Count,K_pfu/mL,K_pfu/well,K_log(pfu/mL),K_log(pfu/well),K_log(enrichment),log(carb-kan/ml),log(carb-kan/well),kind,fraction,r,plate_n,sample_full
308,R3,out,1-,C9,0.2,-2.0,78.0,7800000.0,1560000.0,6.892094602690481,6.193124598354461,4.920818753952376,,,,,,,,,,,-,-,3,1,1.C9
309,R3,out,1-,C10,0.2,-2.0,60.0,6000000.0,1200000.0,6.778151250383644,6.079181246047625,5.041392685158225,,,,,,,,,,,-,-,3,1,1.C10
310,R3,out,1-,C11,0.2,-2.0,92.0,9200000.0,1840000.0,6.963787827345556,6.264817823009537,4.835552722108027,,,,,,,,,,,-,-,3,1,1.C11
311,R3,out,1-,C12,0.2,-3.0,43.0,43000000.0,8600000.0,7.633468455579586,6.9344984512435675,4.106894233914658,,,,,,,,,,,-,-,3,1,1.C12
318,R3,out,1-,E1,0.2,-2.0,28.0,2800000.0,560000.0,6.447158031342219,5.748188027006201,5.186310424237368,,,,,,,,,,,-,-,3,1,1.E1
319,R3,out,1-,E2,0.2,-2.0,39.0,3900000.0,780000.0,6.5910646070264995,5.892094602690481,5.021719249693236,,,,,,,,,,,-,-,3,1,1.E2
320,R3,out,1-,E3,0.2,-2.0,27.0,2700000.0,540000.0,6.431363764158987,5.732393759822968,4.91105891666322,,,,,,,,,,,-,-,3,1,1.E3
321,R3,out,1-,E4,0.2,-2.0,29.0,2900000.0,580000.0,6.4623979978989565,5.763427993562937,4.968965766260032,,,,,,,,,,,-,-,3,1,1.E4
322,R3,out,1-,E5,0.2,-2.0,26.0,2600000.0,520000.0,6.414973347970818,5.7160033436347994,4.907245946763101,,,,,,,,,,,-,-,3,1,1.E5
323,R3,out,1-,E6,0.2,-1.0,19.0,190000.0,38000.0,5.278753600952829,4.57978359661681,5.2527253160894265,,,,,,,,,,,-,-,3,1,1.E6
330,R3,out,2-,G7,0.2,-3.0,28.0,28000000.0,5600000.0,7.447158031342219,6.748188027006201,5.096910013008056,,,,,,,,,,,-,-,3,2,2.G7
331,R3,out,2-,G8,0.2,-2.0,46.0,4600000.0,920000.0,6.662757831681574,5.963787827345556,5.752215516289244,,,,,,,,,,,-,-,3,2,2.G8
332,R3,out,2-,G9,0.2,-3.0,23.0,23000000.0,4600000.0,7.361727836017593,6.662757831681574,5.206473888049402,,,,,,,,,,,-,-,3,2,2.G9
333,R3,out,2-,G10,0.2,-2.0,65.0,6500000.0,1300000.0,6.812913356642856,6.113943352306837,5.789146634685107,,,,,,,,,,,-,-,3,2,2.G10
334,R3,out,2-,G11,0.2,-2.0,24.0,2400000.0,480000.0,6.380211241711606,5.681241237375588,5.920818753952375,,,,,,,,,,,-,-,3,2,2.G11
335,R3,out,2-,G12,0.2,-2.0,107.0,10700000.0,2140000.0,7.02938377768521,6.330413773349191,5.313038903136997,,,,,,,,,,,-,-,3,2,2.G12
342,R3,out,2-,A1,0.2,-2.0,60.0,6000000.0,1200000.0,6.778151250383644,6.079181246047625,4.790050473683351,,,,,,,,,,,-,-,3,2,2.A1
343,R3,out,2-,A2,0.2,-2.0,45.0,4500000.0,900000.0,6.653212513775344,5.954242509439325,4.865301426102544,,,,,,,,,,,-,-,3,2,2.A2
344,R3,out,2-,A3,0.2,-2.0,72.0,7200000.0,1440000.0,6.857332496431268,6.158362492095249,4.858670847203531,,,,,,,,,,,-,-,3,2,2.A3
345,R3,out,2-,A4,0.2,-2.0,65.0,6500000.0,1300000.0,6.812913356642856,6.113943352306837,4.73115468770742,,,,,,,,,,,-,-,3,2,2.A4
346,R3,out,2-,A5,0.2,-2.0,46.0,4600000.0,920000.0,6.662757831681574,5.963787827345556,5.093117023990917,,,,,,,,,,,-,-,3,2,2.A5
347,R3,out,2-,A6,0.2,-2.0,44.0,4400000.0,880000.0,6.643452676486188,5.944482672150168,4.847909017348086,,,,,,,,,,,-,-,3,2,2.A6
354,R3,out,2-,C7,0.2,-3.0,18.0,18000000.0,3600000.0,7.2552725051033065,6.556302500767287,4.27620641193895,,,,,,,,,,,-,-,3,2,2.C7
355,R3,out,2-,C8,0.2,-3.0,16.0,16000000.0,3200000.0,7.204119982655925,6.505149978319906,4.287241711178348,,,,,,,,,,,-,-,3,2,2.C8
356,R3,out,2-,C9,0.2,-3.0,20.0,20000000.0,4000000.0,7.301029995663981,6.6020599913279625,3.845098040014257,,,,,,,,,,,-,-,3,2,2.C9
357,R3,out,2-,C10,0.2,-3.0,66.0,66000000.0,13200000.0,7.819543935541868,7.12057393120585,3.6575773191777943,,,,,,,,,,,-,-,3,2,2.C10
358,R3,out,2-,C11,0.2,-3.0,35.0,35000000.0,7000000.0,7.544068044350276,6.845098040014257,3.5698753079565613,,,,,,,,,,,-,-,3,2,2.C11
359,R3,out,2-,C12,0.2,-3.0,35.0,35000000.0,7000000.0,7.544068044350276,6.845098040014257,4.0,,,,,,,,,,,-,-,3,2,2.C12
366,R3,out,2-,E1,0.2,-1.0,70.0,700000.0,140000.0,5.845098040014257,5.146128035678238,4.079181246047625,,,,,,,,,,,-,-,3,2,2.E1
367,R3,out,2-,E2,0.2,-2.0,83.0,8300000.0,1660000.0,6.919078092376074,6.220108088040055,4.82128459711817,,,,,,,,,,,-,-,3,2,2.E2
368,R3,out,2-,E3,0.2,-2.0,77.0,7700000.0,1540000.0,6.886490725172482,6.187520720836463,4.7569619513137065,,,,,,,,,,,-,-,3,2,2.E3
369,R3,out,2-,E4,0.2,-2.0,88.0,8800000.0,1760000.0,6.944482672150168,6.2455126678141495,4.623719051916827,,,,,,,,,,,-,-,3,2,2.E4
370,R3,out,2-,E5,0.2,-2.0,71.0,7100000.0,1420000.0,6.8512583487190755,6.152288344383057,4.528952892992531,,,,,,,,,,,-,-,3,2,2.E5
371,R3,out,2-,E6,0.2,-2.0,96.0,9600000.0,1920000.0,6.982271233039568,6.283301228703549,4.608793373986932,,,,,,,,,,,-,-,3,2,2.E6
378,R3,out,2-,G7,0.2,-3.0,42.0,42000000.0,8400000.0,7.623249290397901,6.924279286061882,5.335792101923193,,,,,,,,,,,-,-,3,2,2.G7
379,R3,out,2-,G8,0.2,-3.0,47.0,47000000.0,9400000.0,7.672097857935717,6.973127853599698,5.301029995663982,,,,,,,,,,,-,-,3,2,2.G8
380,R3,out,2-,G9,0.2,-3.0,32.0,32000000.0,6400000.0,7.505149978319906,6.8061799739838875,5.499171395462737,,,,,,,,,,,-,-,3,2,2.G9
381,R3,out,2-,G10,0.2,-3.0,60.0,60000000.0,12000000.0,7.778151250383644,7.079181246047625,5.217483944213907,,,,,,,,,,,-,-,3,2,2.G10
382,R3,out,2-,G11,0.2,-3.0,44.0,44000000.0,8800000.0,7.643452676486188,6.944482672150168,5.360868697296456,,,,,,,,,,,-,-,3,2,2.G11
383,R3,out,2-,G12,0.2,-3.0,65.0,65000000.0,13000000.0,7.812913356642856,7.113943352306837,5.084713734647586,,,,,,,,,,,-,-,3,2,2.G12
390,R4,out,1-,A1,0.2,-3.0,37.826763,37826763.0,7565352.600000001,7.577799178422353,6.878829174086334,5.454947748874799,,,,,,,,,,,-,-,4,1,1.A1
391,R4,out,1-,A2,0.2,-3.0,53.144585,53144585.0,10628917.0,7.725459020046047,7.026489015710029,5.2408088181952905,,,,,,,,,,,-,-,4,1,1.A2
392,R4,out,1-,A3,0.2,-3.0,92.796295,92796295.0,18559259.0,7.967530636852732,7.268560632516714,5.050191981844058,,,,,,,,,,,-,-,4,1,1.A3
393,R4,out,1-,A4,0.2,-3.0,24.66037,24660370.0,4932074.0,7.3919995883891865,6.693029584053168,5.701153174738414,,,,,,,,,,,-,-,4,1,1.A4
394,R4,out,1-,A5,0.2,-3.0,50.538124,50538124.0,10107624.8,7.703619116658499,7.00464911232248,5.38948834787232,,,,,,,,,,,-,-,4,1,1.A5
395,R4,out,1-,A6,0.2,-3.0,19.485996,19485996.0,3897199.2,7.289722609063736,6.590752604727717,5.704854457284304,,,,,,,,,,,-,-,4,1,1.A6
402,R4,out,1-,C7,0.2,-3.0,28.378613,28378613.0,5675722.600000001,7.452991165569431,6.754021161233412,5.3909421182032915,,,,,,,,,,,-,-,4,1,1.C7
403,R4,out,1-,C8,0.2,-2.0,88.061684,8806168.4,1761233.6800000002,6.944786986198623,6.245816981862604,5.775905130139612,,,,,,,,,,,-,-,4,1,1.C8
404,R4,out,1-,C9,0.2,-2.0,90.144821,9014482.1,1802896.42,6.954940780689798,6.255970776353779,5.934001003168808,,,,,,,,,,,-,-,4,1,1.C9
405,R4,out,1-,C10,0.2,-2.0,56.263657,5626365.7,1125273.1400000001,6.7502279568249905,6.051257952488972,6.123331150759761,,,,,,,,,,,-,-,4,1,1.C10
406,R4,out,1-,C11,0.2,-2.0,77.151917,7715191.7,1543038.34,6.887346721483789,6.18837671714777,5.924164589894314,,,,,,,,,,,-,-,4,1,1.C11
407,R4,out,1-,C12,0.2,-2.0,76.216293,7621629.299999999,1524325.8599999999,6.882047821780735,6.183077817444716,5.706122242655748,,,,,,,,,,,-,-,4,1,1.C12
414,R4,out,1-,E1,0.2,-3.0,49.997635,49997635.0,9999527.0,7.698949461721188,6.9999794573851695,4.835059170614798,,,,,,,,,,,-,-,4,1,1.E1
415,R4,out,1-,E2,0.2,-3.0,27.169939,27169939.0,5433987.800000001,7.434088663372137,6.735118659036118,4.957436735845679,,,,,,,,,,,-,-,4,1,1.E2
416,R4,out,1-,E3,0.2,-3.0,36.75967,36759670.0,7351934.0,7.565371603970267,6.866401599634249,5.142171381035674,,,,,,,,,,,-,-,4,1,1.E3
417,R4,out,1-,E4,0.2,-3.0,64.431198,64431197.99999999,12886239.6,7.809096206465892,7.110126202129873,5.073814755606865,,,,,,,,,,,-,-,4,1,1.E4
418,R4,out,1-,E5,0.2,-3.0,88.880791,88880791.0,17776158.2,7.94880791098014,7.249837906644121,4.5269551811806785,,,,,,,,,,,-,-,4,1,1.E5
419,R4,out,1-,E6,0.2,-1.0,23.922798,239227.98,47845.596000000005,5.378811973179899,4.67984196884388,4.3325288768449,,,,,,,,,,,-,-,4,1,1.E6
426,R4,out,1-,E7,0.2,-3.0,100.122559,100122559.0,20024511.8,8.000531941069791,7.301561936733773,4.919133584504056,,,,,,,,,,,-,-,4,1,1.E7
427,R4,out,1-,E8,0.2,-3.0,22.445843,22445843.0,4489168.600000001,7.351135920870358,6.652165916534339,5.539063579206714,,,,,,,,,,,-,-,4,1,1.E8
428,R4,out,1-,E9,0.2,-3.0,24.164616,24164616.0,4832923.2,7.383179898154555,6.684209893818537,5.642120341731106,,,,,,,,,,,-,-,4,1,1.E9
429,R4,out,1-,E10,0.2,-3.0,53.961472,53961472.0,10792294.4,7.7320837881599465,7.033113783823928,5.181437579644185,,,,,,,,,,,-,-,4,1,1.E10
430,R4,out,1-,E11,0.2,-3.0,66.73587,66735870.00000001,13347174.000000002,7.824359326506527,7.125389322170508,5.029806230198882,,,,,,,,,,,-,-,4,1,1.E11
431,R4,out,1-,E12,0.2,-2.0,77.285919,7728591.9,1545718.3800000001,6.888100375449371,6.189130371113352,5.961386032471589,,,,,,,,,,,-,-,4,1,1.E12
438,R4,out,1-,F7,0.2,-3.0,40.091843,40091843.0,8018368.600000001,7.6030560209881815,6.904086016652163,5.427719694216445,,,,,,,,,,,-,-,4,1,1.F7
439,R4,out,1-,F8,0.2,-2.0,15.617996,1561799.6,312359.92000000004,6.193625307263647,5.494655302927629,6.81846131428038,,,,,,,,,,,-,-,4,1,1.F8
440,R4,out,1-,F9,0.2,-2.0,24.578945,2457894.5,491578.9,6.390563237764776,5.691593233428757,6.655910980038038,,,,,,,,,,,-,-,4,1,1.F9
441,R4,out,1-,F10,0.2,-2.0,27.709194,2770919.4,554183.88,6.442623893286983,5.7436538889509645,6.60706281361572,,,,,,,,,,,-,-,4,1,1.F10
442,R4,out,1-,F11,0.2,-2.0,31.019644,3101964.4,620392.88,6.4916368092827845,5.792666804946766,6.575514605196698,,,,,,,,,,,-,-,4,1,1.F11
443,R4,out,1-,F12,0.2,-2.0,7.049983,704998.3,140999.66,5.848188069755215,5.149218065419197,7.1890921897633095,,,,,,,,,,,-,-,4,1,1.F12
450,R4,out,1-,G7,0.2,-2.0,113.700119,11370011.9,2274002.3800000004,7.055760919226136,6.356790914890118,5.763372262501935,,,,,,,,,,,-,-,4,1,1.G7
451,R4,out,1-,G8,0.2,-2.0,76.919418,7691941.799999999,1538388.3599999999,6.88603598955052,6.187065985214502,6.039679411334183,,,,,,,,,,,-,-,4,1,1.G8
452,R4,out,1-,G9,0.2,-2.0,63.476307,6347630.7,1269526.1400000001,6.8026116519174655,6.103641647581447,6.133630958938469,,,,,,,,,,,-,-,4,1,1.G9
453,R4,out,1-,G10,0.2,-2.0,36.638023,3663802.3,732760.46,6.563932030952268,5.864962026616249,6.128181148048354,,,,,,,,,,,-,-,4,1,1.G10
454,R4,out,1-,G11,0.2,-2.0,48.744843,4874484.300000001,974896.8600000002,6.687928675929691,5.9889586715936725,6.21940928932582,,,,,,,,,,,-,-,4,1,1.G11
455,R4,out,1-,G12,0.2,-2.0,118.301613,11830161.3,2366032.2600000002,7.072990666117564,6.374020661781545,5.698900846728389,,,,,,,,,,,-,-,4,1,1.G12
462,R4,out,2-,A1,0.2,-3.0,51.545464,51545464.0,10309092.8,7.712190453393627,7.013220449057608,4.621455342012239,,,,,,,,,,,-,-,4,2,2.A1
463,R4,out,2-,A2,0.2,-2.0,123.500137,12350013.7,2470002.7399999998,7.091667439363385,6.392697435027366,5.256889475029717,,,,,,,,,,,-,-,4,2,2.A2
464,R4,out,2-,A3,0.2,-2.0,94.68129,9468129.0,1893625.8,6.976264166410246,6.277294162074227,5.719303598676724,,,,,,,,,,,-,-,4,2,2.A3
465,R4,out,2-,A4,0.2,-2.0,94.35939,9435939.0,1887187.8,6.974785124662792,6.275815120326773,5.882609815206538,,,,,,,,,,,-,-,4,2,2.A4
466,R4,out,2-,A5,0.2,-2.0,55.822205,5582220.5,1116444.1,6.746806987301648,6.047836982965629,5.901380618471407,,,,,,,,,,,-,-,4,2,2.A5
467,R4,out,2-,A6,0.2,-3.0,58.005699,58005699.0,11601139.8,7.763470664643336,7.064500660307317,5.045509820051242,,,,,,,,,,,-,-,4,2,2.A6
474,R4,out,2-,C7,0.2,-1.0,57.761913,577619.13,115523.826,5.761641568072423,5.062671563736404,7.17717951693595,,,,,,,,,,,-,-,4,2,2.C7
475,R4,out,2-,C8,0.2,-2.0,36.056763,3605676.3,721135.26,6.556986735299875,5.858016730963857,6.369273897770925,,,,,,,,,,,-,-,4,2,2.C8
476,R4,out,2-,C9,0.2,-2.0,27.754745,2775474.5,555094.9,6.443337241554328,5.744367237218309,6.432969002462347,,,,,,,,,,,-,-,4,2,2.C9
477,R4,out,2-,C10,0.2,-2.0,47.117393,4711739.3,942347.86,6.673181252979466,5.9742112486434475,6.086173779501612,,,,,,,,,,,-,-,4,2,2.C10
478,R4,out,2-,C11,0.2,-2.0,84.175545,8417554.5,1683510.9000000001,6.925185936936888,6.226215932600869,5.835718549361713,,,,,,,,,,,-,-,4,2,2.C11
479,R4,out,2-,C12,0.2,-2.0,76.889549,7688954.9,1537790.9800000002,6.885867313532522,6.186897309196503,5.883334582710825,,,,,,,,,,,-,-,4,2,2.C12
486,R4,out,2-,E1,0.2,-1.0,65.044846,650448.4600000001,130089.69200000002,5.813212889791712,5.114242885455694,3.774052431097372,,,,,,,,,,,-,-,4,2,2.E1
487,R4,out,2-,E2,0.2,-2.0,70.339554,7033955.4,1406791.08,6.847199610271043,6.1482296059350245,5.819086456895257,,,,,,,,,,,-,-,4,2,2.E2
488,R4,out,2-,E3,0.2,-2.0,64.505234,6450523.4,1290104.6800000002,6.809594955024345,6.110624950688326,5.979206938884712,,,,,,,,,,,-,-,4,2,2.E3
489,R4,out,2-,E4,0.2,-2.0,30.065191,3006519.1,601303.8200000001,6.478063967203057,5.779093962867038,5.330646838807266,,,,,,,,,,,-,-,4,2,2.E4
490,R4,out,2-,E5,0.2,-2.0,63.802818,6380281.8,1276056.36,6.804839860771675,6.105869856435656,5.150571589416386,,,,,,,,,,,-,-,4,2,2.E5
491,R4,out,2-,E6,0.2,-2.0,79.99971,7999970.999999999,1599994.2,6.903088412671593,6.2041184083355745,5.681685905247704,,,,,,,,,,,-,-,4,2,2.E6
498,R4,out,2-,G7,0.2,-2.0,60.952122,6095212.2,1219042.4400000002,6.784988829837067,6.086018825501048,5.9970885355377295,,,,,,,,,,,-,-,4,2,2.G7
499,R4,out,2-,G8,0.2,-2.0,89.346809,8934680.899999999,1786936.1799999997,6.95107904639467,6.252109042058652,5.66870069932112,,,,,,,,,,,-,-,4,2,2.G8
500,R4,out,2-,G9,0.2,-2.0,60.538208,6053820.8,1210764.16,6.782029561198848,6.083059556862829,5.72156244455575,,,,,,,,,,,-,-,4,2,2.G9
501,R4,out,2-,G10,0.2,-2.0,24.545124,2454512.4,490902.48,6.389965230462359,5.69099522612634,5.056312431826699,,,,,,,,,,,-,-,4,2,2.G10
502,R4,out,2-,G11,0.2,-2.0,26.20406,2620406.0,524081.2,6.41836858517446,5.719398580838441,6.025363734393882,,,,,,,,,,,-,-,4,2,2.G11
503,R4,out,2-,G12,0.2,-2.0,32.147503,3214750.3,642950.06,6.5071472455203985,5.80817724118438,5.380284539951367,,,,,,,,,,,-,-,4,2,2.G12
