,Round,In_Out,Plate,Sample,Vol,C_Dilution,C_Count,C_pfu/mL,C_pfu/well,C_log(pfu/mL),C_log(pfu/well),C_log(change),C_log(enrichment),K_Dilution,K_Count,K_pfu/mL,K_pfu/well,K_log(pfu/mL),K_log(pfu/well),K_log(enrichment),log(carb-kan/ml),log(carb-kan/well),kind,fraction,r,plate_n,sample_full
234,R2,out,2+,E1,0.2,-3.0,17.0,17000000.0,3400000.0,7.230448921378274,6.531478917042255,5.638782798352702,-0.4771212547196626,,,,,,,,,,+,+,2,2,2.E1
235,R2,out,2+,E2,0.2,-3.0,22.0,22000000.0,4400000.0,7.342422680822207,6.643452676486188,5.566062338056444,-0.40576534618399407,,,,,,,,,,+,+,2,2,2.E2
236,R2,out,2+,E3,0.2,-3.0,51.0,51000000.0,10200000.0,7.707570176097937,7.008600171761918,4.894489815230026,-0.20624367628578,,,,,,,,,,+,+,2,2,2.E3
237,R2,out,2+,E4,0.2,-3.0,27.0,27000000.0,5400000.0,7.431363764158987,6.732393759822968,5.4494498281218045,-0.41373427585527,,,,,,,,,,+,+,2,2,2.E4
238,R2,out,2+,E5,0.2,-3.0,26.0,26000000.0,5200000.0,7.414973347970818,6.7160033436347994,5.477121254719663,-0.5488144793747374,,,,,,,,,,+,+,2,2,2.E5
239,R2,out,2+,E6,0.2,-3.0,32.0,32000000.0,6400000.0,7.505149978319906,6.8061799739838875,5.369911285071794,-0.20242019777803044,,,,,,,,,,+,+,2,2,2.E6
240,R2,in,2+,G1,0.2,-8.0,28.0,2800000000000.0,560000000000.0,12.44715803134222,11.7481880270062,,,,,,,,,,,,+,i,2,2,2.G1
241,R2,in,2+,G2,0.2,-8.0,200.0,20000000000000.0,4000000000000.0,13.301029995663981,12.602059991327963,,,,,,,,,,,,+,i,2,2,2.G2
242,R2,in,2+,G3,0.2,-8.0,71.0,7100000000000.0,1420000000000.0,12.851258348719075,12.152288344383056,,,,,,,,,,,,+,i,2,2,2.G3
243,R2,in,2+,G4,0.2,-8.0,19.0,1900000000000.0,380000000000.0,12.278753600952829,11.57978359661681,,,,,,,,,,,,+,i,2,2,2.G4
244,R2,in,2+,G5,0.2,-8.0,20.0,2000000000000.0,400000000000.0,12.301029995663981,11.602059991327963,,,,,,,,,,,,+,i,2,2,2.G5
245,R2,in,2+,G6,0.2,-8.0,82.0,8200000000000.0,1640000000000.0,12.913813852383717,12.214843848047698,,,,,,,,,,,,+,i,2,2,2.G6
246,R2,out,2+,G1,0.2,-4.0,15.0,150000000.0,30000000.0,8.176091259055681,7.477121254719663,4.271066772286538,0.356547323513813,,,,,,,,,,+,+,2,2,2.G1
247,R2,out,2+,G2,0.2,-4.0,58.0,580000000.0,116000000.0,8.763427993562937,8.064457989226918,4.537602002101044,0.900105133442481,,,,,,,,,,+,+,2,2,2.G2
248,R2,out,2+,G3,0.2,-4.0,34.0,340000000.0,68000000.0,8.531478917042255,7.832508912706237,4.319779431676819,0.6283889300503116,,,,,,,,,,+,+,2,2,2.G3
249,R2,out,2+,G4,0.2,-4.0,53.0,530000000.0,106000000.0,8.724275869600788,8.02530586526477,3.5544777313520406,0.7748858629558759,,,,,,,,,,+,+,2,2,2.G4
250,R2,out,2+,G5,0.2,-4.0,55.0,550000000.0,110000000.0,8.740362689494244,8.041392685158225,3.560667306169737,0.7813212971731502,,,,,,,,,,+,+,2,2,2.G5
251,R2,out,2+,G6,0.2,-5.0,50.0,5000000000.0,1000000000.0,9.698970004336019,9.0,3.214843848047698,1.6020599913279625,,,,,,,,,,+,+,2,2,2.G6
288,R3,in,1+,A1,0.2,-7.0,76.0,760000000000.0,152000000000.0,11.880813592280791,11.181843587944773,,,,,,,,,,,,+,i,3,1,1.A1
289,R3,in,1+,A2,0.2,-7.0,107.0,1070000000000.0,214000000000.0,12.02938377768521,11.330413773349191,,,,,,,,,,,,+,i,3,1,1.A2
290,R3,in,1+,A3,0.2,-7.0,61.0,610000000000.0,122000000000.0,11.785329835010767,11.086359830674748,,,,,,,,,,,,+,i,3,1,1.A3
291,R3,in,1+,A4,0.2,-7.0,44.0,440000000000.0,88000000000.0,11.643452676486188,10.94448267215017,,,,,,,,,,,,+,i,3,1,1.A4
292,R3,in,1+,A5,0.2,-7.0,61.0,610000000000.0,122000000000.0,11.785329835010767,11.086359830674748,,,,,,,,,,,,+,i,3,1,1.A5
293,R3,in,1+,A6,0.2,-7.0,53.0,530000000000.0,106000000000.0,11.724275869600788,11.02530586526477,,,,,,,,,,,,+,i,3,1,1.A6
294,R3,out,1+,A1,0.2,-3.0,49.0,49000000.0,9800000.0,7.690196080028514,6.991226075692495,4.1906175122522775,0.65276958208789,,,,,,,,,,+,+,3,1,1.A1
295,R3,out,1+,A2,0.2,-2.0,90.0,9000000.0,1800000.0,6.954242509439325,6.2552725051033065,5.0751412682458845,0.30102999566398125,,,,,,,,,,+,+,3,1,1.A2
296,R3,out,1+,A3,0.2,-2.0,70.0,7000000.0,1400000.0,6.845098040014257,6.146128035678238,4.94023179499651,-0.14167369425198828,,,,,,,,,,+,+,3,1,1.A3
297,R3,out,1+,A4,0.2,-2.0,28.0,2800000.0,560000.0,6.447158031342219,5.748188027006201,5.196294645143968,-0.15490195998574308,,,,,,,,,,+,+,3,1,1.A4
298,R3,out,1+,A5,0.2,-2.0,74.0,7400000.0,1480000.0,6.869231719730976,6.1702617153949575,4.916098115279791,0.1790356397024624,,,,,,,,,,+,+,3,1,1.A5
299,R3,out,1+,A6,0.2,-2.0,35.0,3500000.0,700000.0,6.544068044350276,5.845098040014257,5.180207825250513,-0.24126179066049147,,,,,,,,,,+,+,3,1,1.A6
300,R3,in,1+,C7,0.2,-8.0,39.0,3900000000000.0,780000000000.0,12.5910646070265,11.89209460269048,,,,,,,,,,,,+,i,3,1,1.C7
301,R3,in,1+,C8,0.2,-8.0,45.0,4500000000000.0,900000000000.0,12.653212513775344,11.954242509439325,,,,,,,,,,,,+,i,3,1,1.C8
302,R3,in,1+,C9,0.2,-7.0,65.0,650000000000.0,130000000000.0,11.812913356642856,11.113943352306837,,,,,,,,,,,,+,i,3,1,1.C9
303,R3,in,1+,C10,0.2,-7.0,66.0,660000000000.0,132000000000.0,11.81954393554187,11.12057393120585,,,,,,,,,,,,+,i,3,1,1.C10
304,R3,in,1+,C11,0.2,-7.0,63.0,630000000000.0,126000000000.0,11.799340549453582,11.100370545117563,,,,,,,,,,,,+,i,3,1,1.C11
305,R3,in,1+,C12,0.2,-7.0,55.0,550000000000.0,110000000000.0,11.740362689494244,11.041392685158225,,,,,,,,,,,,+,i,3,1,1.C12
306,R3,out,1+,C7,0.2,-4.0,15.0,150000000.0,30000000.0,8.176091259055681,7.477121254719663,4.414973347970818,1.4126632654927445,,,,,,,,,,+,+,3,1,1.C7
307,R3,out,1+,C8,0.2,-4.0,22.0,220000000.0,44000000.0,8.342422680822207,7.643452676486188,4.310789832953137,0.6348525047242699,,,,,,,,,,+,+,3,1,1.C8
308,R3,out,1+,C9,0.2,-4.0,14.0,140000000.0,28000000.0,8.146128035678238,7.447158031342219,3.6667853209646175,1.2540334329877583,,,,,,,,,,+,+,3,1,1.C9
309,R3,out,1+,C10,0.2,-4.0,16.0,160000000.0,32000000.0,8.204119982655925,7.505149978319906,3.615423952885944,1.4259687322722812,,,,,,,,,,+,+,3,1,1.C10
310,R3,out,1+,C11,0.2,-3.0,59.0,59000000.0,11800000.0,7.770852011642144,7.071882007306125,4.028488537811438,0.8070641842965882,,,,,,,,,,+,+,3,1,1.C11
311,R3,out,1+,C12,0.2,-4.0,21.0,210000000.0,42000000.0,8.32221929473392,7.623249290397901,3.4181433947603246,0.6887508391543333,,,,,,,,,,+,+,3,1,1.C12
312,R3,in,1+,E1,0.2,-7.0,43.0,430000000000.0,86000000000.0,11.633468455579587,10.934498451243568,,,,,,,,,,,,+,i,3,1,1.E1
313,R3,in,1+,E2,0.2,-7.0,41.0,410000000000.0,82000000000.0,11.612783856719735,10.913813852383717,,,,,,,,,,,,+,i,3,1,1.E2
314,R3,in,1+,E3,0.2,-7.0,22.0,220000000000.0,44000000000.0,11.342422680822207,10.643452676486188,,,,,,,,,,,,+,i,3,1,1.E3
315,R3,in,1+,E4,0.2,-7.0,27.0,270000000000.0,54000000000.0,11.431363764158988,10.732393759822969,,,,,,,,,,,,+,i,3,1,1.E4
316,R3,in,1+,E5,0.2,-7.0,21.0,210000000000.0,42000000000.0,11.32221929473392,10.6232492903979,,,,,,,,,,,,+,i,3,1,1.E5
317,R3,in,1+,E6,0.2,-6.0,34.0,34000000000.0,6800000000.0,10.531478917042255,9.832508912706237,,,,,,,,,,,,+,i,3,1,1.E6
318,R3,out,1+,E1,0.2,-3.0,69.0,69000000.0,13800000.0,7.838849090737256,7.139879086401237,3.7946193648423314,1.3916910593950362,,,,,,,,,,+,+,3,1,1.E1
319,R3,out,1+,E2,0.2,-3.0,56.0,56000000.0,11200000.0,7.748188027006201,7.049218022670182,3.8645958297135348,1.1571234199797011,,,,,,,,,,+,+,3,1,1.E2
320,R3,out,1+,E3,0.2,-3.0,40.0,40000000.0,8000000.0,7.6020599913279625,6.903089986991944,3.740362689494244,1.1706962271689756,,,,,,,,,,+,+,3,1,1.E3
321,R3,out,1+,E4,0.2,-3.0,35.0,35000000.0,7000000.0,7.544068044350276,6.845098040014257,3.887295719808712,1.08167004645132,,,,,,,,,,+,+,3,1,1.E4
322,R3,out,1+,E5,0.2,-3.0,67.0,67000000.0,13400000.0,7.826074802700826,7.127104798364807,3.4961444920330935,1.4111014547300078,,,,,,,,,,+,+,3,1,1.E5
323,R3,out,1+,E6,0.2,-2.0,104.0,10400000.0,2080000.0,7.017033339298781,6.318063334962762,3.5144455777434747,1.7382797383459518,,,,,,,,,,+,+,3,1,1.E6
324,R3,in,1+,G7,0.2,-8.0,35.0,3500000000000.0,700000000000.0,12.544068044350276,11.845098040014257,,,,,,,,,,,,+,i,3,1,1.G7
325,R3,in,1+,G8,0.2,-8.0,26.0,2600000000000.0,520000000000.0,12.414973347970818,11.7160033436348,,,,,,,,,,,,+,i,3,1,1.G8
326,R3,in,1+,G9,0.2,-8.0,37.0,3700000000000.0,740000000000.0,12.568201724066995,11.869231719730976,,,,,,,,,,,,+,i,3,1,1.G9
327,R3,in,1+,G10,0.2,-8.0,40.0,4000000000000.0,800000000000.0,12.602059991327963,11.903089986991944,,,,,,,,,,,,+,i,3,1,1.G10
328,R3,in,1+,G11,0.2,-8.0,20.0,2000000000000.0,400000000000.0,12.301029995663981,11.602059991327963,,,,,,,,,,,,+,i,3,1,1.G11
329,R3,in,1+,G12,0.2,-8.0,22.0,2200000000000.0,440000000000.0,12.342422680822207,11.643452676486188,,,,,,,,,,,,+,i,3,1,1.G12
330,R3,out,1+,G7,0.2,-3.0,38.0,38000000.0,7600000.0,7.57978359661681,6.880813592280791,4.9642844477334656,0.13262556527459068,,,,,,,,,,+,+,3,1,1.G7
331,R3,out,1+,G8,0.2,-3.0,47.0,47000000.0,9400000.0,7.672097857935717,6.973127853599698,4.742875490035101,1.0093400262541428,,,,,,,,,,+,+,3,1,1.G8
332,R3,out,1+,G9,0.2,-3.0,16.0,16000000.0,3200000.0,7.204119982655925,6.505149978319906,5.36408174141107,-0.15760785336166805,,,,,,,,,,+,+,3,1,1.G9
333,R3,out,1+,G10,0.2,-3.0,73.0,73000000.0,14600000.0,7.863322860120456,7.164352855784437,4.738737131207507,1.0504095034776002,,,,,,,,,,+,+,3,1,1.G10
334,R3,out,1+,G11,0.2,-3.0,28.0,28000000.0,5600000.0,7.447158031342219,6.748188027006201,4.853871964321762,1.066946789630613,,,,,,,,,,+,+,3,1,1.G11
335,R3,out,1+,G12,0.2,-3.0,47.0,47000000.0,9400000.0,7.672097857935717,6.973127853599698,4.6703248228864895,0.6427140802505074,,,,,,,,,,+,+,3,1,1.G12
336,R3,in,2+,A1,0.2,-7.0,37.0,370000000000.0,74000000000.0,11.568201724066995,10.869231719730976,,,,,,,,,,,,+,i,3,2,2.A1
337,R3,in,2+,A2,0.2,-7.0,33.0,330000000000.0,66000000000.0,11.518513939877888,10.81954393554187,,,,,,,,,,,,+,i,3,2,2.A2
338,R3,in,2+,A3,0.2,-7.0,52.0,520000000000.0,104000000000.0,11.7160033436348,11.01703333929878,,,,,,,,,,,,+,i,3,2,2.A3
339,R3,in,2+,A4,0.2,-7.0,35.0,350000000000.0,70000000000.0,11.544068044350276,10.845098040014257,,,,,,,,,,,,+,i,3,2,2.A4
340,R3,in,2+,A5,0.2,-7.0,57.0,570000000000.0,114000000000.0,11.755874855672491,11.056904851336473,,,,,,,,,,,,+,i,3,2,2.A5
341,R3,in,2+,A6,0.2,-7.0,31.0,310000000000.0,62000000000.0,11.491361693834273,10.792391689498254,,,,,,,,,,,,+,i,3,2,2.A6
342,R3,out,2+,A1,0.2,-3.0,9.0,9000000.0,1800000.0,6.954242509439325,6.2552725051033065,4.61395921462767,0.17609125905568135,,,,,,,,,,+,+,3,2,2.A1
343,R3,out,2+,A2,0.2,-3.0,33.0,33000000.0,6600000.0,7.518513939877887,6.819543935541868,4.000000000000001,0.8653014261025431,,,,,,,,,,+,+,3,2,2.A2
344,R3,out,2+,A3,0.2,-3.0,33.0,33000000.0,6600000.0,7.518513939877887,6.819543935541868,4.197489403756912,0.661181443446619,,,,,,,,,,+,+,3,2,2.A3
345,R3,out,2+,A4,0.2,-3.0,16.0,16000000.0,3200000.0,7.204119982655925,6.505149978319906,4.339948061694351,0.3912066260130693,,,,,,,,,,+,+,3,2,2.A4
346,R3,out,2+,A5,0.2,-3.0,22.0,22000000.0,4400000.0,7.342422680822207,6.643452676486188,4.413452174850285,0.6796648491406323,,,,,,,,,,+,+,3,2,2.A5
347,R3,out,2+,A6,0.2,-3.0,25.0,25000000.0,5000000.0,7.3979400086720375,6.698970004336019,4.093421685162236,0.7544873321858505,,,,,,,,,,+,+,3,2,2.A6
348,R3,in,2+,C7,0.2,-7.0,34.0,340000000000.0,68000000000.0,11.531478917042255,10.832508912706237,,,,,,,,,,,,+,i,3,2,2.C7
349,R3,in,2+,C8,0.2,-7.0,31.0,310000000000.0,62000000000.0,11.491361693834273,10.792391689498254,,,,,,,,,,,,+,i,3,2,2.C8
350,R3,in,2+,C9,0.2,-7.0,14.0,140000000000.0,28000000000.0,11.146128035678238,10.44715803134222,,,,,,,,,,,,+,i,3,2,2.C9
351,R3,in,2+,C10,0.2,-7.0,30.0,300000000000.0,60000000000.0,11.477121254719663,10.778151250383644,,,,,,,,,,,,+,i,3,2,2.C10
352,R3,in,2+,C11,0.2,-7.0,13.0,130000000000.0,26000000000.0,11.113943352306837,10.414973347970818,,,,,,,,,,,,+,i,3,2,2.C11
353,R3,in,2+,C12,0.2,-7.0,35.0,350000000000.0,70000000000.0,11.544068044350276,10.845098040014257,,,,,,,,,,,,+,i,3,2,2.C12
354,R3,out,2+,C7,0.2,-3.0,26.0,26000000.0,5200000.0,7.414973347970818,6.7160033436347994,4.116505569071437,0.15970084286751263,,,,,,,,,,+,+,3,2,2.C7
355,R3,out,2+,C8,0.2,-3.0,28.0,28000000.0,5600000.0,7.447158031342219,6.748188027006201,4.044203662492054,0.24303804868629442,,,,,,,,,,+,+,3,2,2.C8
356,R3,out,2+,C9,0.2,-2.0,80.0,8000000.0,1600000.0,6.903089986991944,6.204119982655925,4.243038048686294,-0.3979400086720375,,,,,,,,,,+,+,3,2,2.C9
357,R3,out,2+,C10,0.2,-3.0,20.0,20000000.0,4000000.0,7.301029995663981,6.6020599913279625,4.176091259055681,-0.5185139398778871,,,,,,,,,,+,+,3,2,2.C10
358,R3,out,2+,C11,0.2,-3.0,14.0,14000000.0,2800000.0,7.146128035678238,6.447158031342219,3.9678153166285988,-0.3979400086720375,,,,,,,,,,+,+,3,2,2.C11
359,R3,out,2+,C12,0.2,-3.0,21.0,21000000.0,4200000.0,7.3222192947339195,6.623249290397901,4.221848749616356,-0.22184874961635614,,,,,,,,,,+,+,3,2,2.C12
360,R3,in,2+,E1,0.2,-5.0,84.0,8400000000.0,1680000000.0,9.924279286061882,9.225309281725863,,,,,,,,,,,,+,i,3,2,2.E1
361,R3,in,2+,E2,0.2,-7.0,55.0,550000000000.0,110000000000.0,11.740362689494244,11.041392685158225,,,,,,,,,,,,+,i,3,2,2.E2
362,R3,in,2+,E3,0.2,-7.0,44.0,440000000000.0,88000000000.0,11.643452676486188,10.94448267215017,,,,,,,,,,,,+,i,3,2,2.E3
363,R3,in,2+,E4,0.2,-7.0,37.0,370000000000.0,74000000000.0,11.568201724066995,10.869231719730976,,,,,,,,,,,,+,i,3,2,2.E4
364,R3,in,2+,E5,0.2,-7.0,24.0,240000000000.0,48000000000.0,11.380211241711606,10.681241237375588,,,,,,,,,,,,+,i,3,2,2.E5
365,R3,in,2+,E6,0.2,-7.0,39.0,390000000000.0,78000000000.0,11.5910646070265,10.89209460269048,,,,,,,,,,,,+,i,3,2,2.E6
366,R3,out,2+,E1,0.2,-1.0,95.0,950000.0,190000.0,5.977723605288848,5.278753600952829,3.9465556807730344,0.13262556527459068,,,,,,,,,,+,+,3,2,2.E1
367,R3,out,2+,E2,0.2,-3.0,67.0,67000000.0,13400000.0,7.826074802700826,7.127104798364807,3.914287886793418,0.9069967103247523,,,,,,,,,,+,+,3,2,2.E2
368,R3,out,2+,E3,0.2,-3.0,67.0,67000000.0,13400000.0,7.826074802700826,7.127104798364807,3.817377873785362,0.9395840775283446,,,,,,,,,,+,+,3,2,2.E3
369,R3,out,2+,E4,0.2,-3.0,96.0,96000000.0,19200000.0,7.982271233039568,7.283301228703549,3.585930491027427,1.0377885608893997,,,,,,,,,,+,+,3,2,2.E4
370,R3,out,2+,E5,0.2,-3.0,96.0,96000000.0,19200000.0,7.982271233039568,7.283301228703549,3.3979400086720384,1.1310128843204925,,,,,,,,,,+,+,3,2,2.E5
371,R3,out,2+,E6,0.2,-3.0,71.0,71000000.0,14200000.0,7.8512583487190755,7.152288344383057,3.739806258307424,0.8689871156795075,,,,,,,,,,+,+,3,2,2.E6
372,R3,in,2+,G7,0.2,-8.0,91.0,9100000000000.0,1820000000000.0,12.959041392321094,12.260071387985075,,,,,,,,,,,,+,i,3,2,2.G7
373,R3,in,2+,G8,0.2,-8.0,94.0,9400000000000.0,1880000000000.0,12.9731278535997,12.27415784926368,,,,,,,,,,,,+,i,3,2,2.G8
374,R3,in,2+,G9,0.2,-8.0,101.0,10100000000000.0,2020000000000.0,13.004321373782643,12.305351369446624,,,,,,,,,,,,+,i,3,2,2.G9
375,R3,in,2+,G10,0.2,-8.0,99.0,9900000000000.0,1980000000000.0,12.99563519459755,12.296665190261532,,,,,,,,,,,,+,i,3,2,2.G10
376,R3,in,2+,G11,0.2,-8.0,101.0,10100000000000.0,2020000000000.0,13.004321373782643,12.305351369446624,,,,,,,,,,,,+,i,3,2,2.G11
377,R3,in,2+,G12,0.2,-8.0,79.0,7900000000000.0,1580000000000.0,12.897627091290442,12.198657086954423,,,,,,,,,,,,+,i,3,2,2.G12
378,R3,out,2+,G7,0.2,-4.0,23.0,230000000.0,46000000.0,8.361727836017593,7.662757831681574,4.597313556303501,0.7384785456196923,,,,,,,,,,+,+,3,2,2.G7
379,R3,out,2+,G8,0.2,-4.0,34.0,340000000.0,68000000.0,8.531478917042255,7.832508912706237,4.441648936557444,0.8593810591065383,,,,,,,,,,+,+,3,2,2.G8
380,R3,out,2+,G9,0.2,-4.0,18.0,180000000.0,36000000.0,8.255272505103306,7.556302500767287,4.7490488686793375,0.7501225267833993,,,,,,,,,,+,+,3,2,2.G9
381,R3,out,2+,G10,0.2,-4.0,25.0,250000000.0,50000000.0,8.397940008672037,7.698970004336019,4.597695185925513,0.6197887582883936,,,,,,,,,,+,+,3,2,2.G10
382,R3,out,2+,G11,0.2,-4.0,21.0,210000000.0,42000000.0,8.32221929473392,7.623249290397901,4.6821020790487236,0.6787666182477325,,,,,,,,,,+,+,3,2,2.G11
383,R3,out,2+,G12,0.2,-4.0,29.0,290000000.0,58000000.0,8.462397997898956,7.763427993562937,4.435229093391486,0.6494846412561,,,,,,,,,,+,+,3,2,2.G12
384,R4,in,1+,A1,0.2,-8.0,107.831818,10783181800000.0,2156636360000.0,13.032746927297152,12.333776922961134,,,,,,,,,,,,+,i,4,1,1.A1
385,R4,in,1+,A2,0.2,-8.0,92.526863,9252686300000.0,1850537260000.0,12.966267838241338,12.26729783390532,,,,,,,,,,,,+,i,4,1,1.A2
386,R4,in,1+,A3,0.2,-8.0,104.165192,10416519200000.0,2083303840000.0,13.01772261869679,12.318752614360772,,,,,,,,,,,,+,i,4,1,1.A3
387,R4,in,1+,A4,0.2,-8.0,123.923241,12392324100000.0,2478464820000.0,13.0931527631276,12.394182758791581,,,,,,,,,,,,+,i,4,1,1.A4
388,R4,in,1+,A5,0.2,-8.0,123.910316,12391031600000.0,2478206320000.0,13.093107464530819,12.3941374601948,,,,,,,,,,,,+,i,4,1,1.A5
389,R4,in,1+,A6,0.2,-8.0,98.759087,9875908700000.0,1975181740000.0,12.99457706634804,12.29560706201202,,,,,,,,,,,,+,i,4,1,1.A6
390,R4,out,1+,A1,0.2,-3.0,27.281261,27281261.0,5456252.2,7.435864440496347,6.736894436160329,5.596882486800805,-0.14193473792600564,,,,,,,,,,+,+,4,1,1.A1
391,R4,out,1+,A2,0.2,-3.0,37.216862,37216862.0,7443372.4,7.5707397520957525,6.871769747759734,5.395528086145585,-0.1547192679502949,,,,,,,,,,+,+,4,1,1.A2
392,R4,out,1+,A3,0.2,-2.0,63.70546,6370546.0,1274109.2000000002,6.80417665598138,6.105206651645362,6.21354596271541,-1.163353980871352,,,,,,,,,,+,+,4,1,1.A3
393,R4,out,1+,A4,0.2,-2.0,45.97805,4597805.0,919561.0,6.662550548225168,5.963580543889149,6.430602214902432,-0.7294490401640186,,,,,,,,,,+,+,4,1,1.A4
394,R4,out,1+,A5,0.2,-3.0,44.997299,44997299.0,8999459.8,7.6531864456731,6.954216441337081,5.439921018857719,-0.05043267098539861,,,,,,,,,,+,+,4,1,1.A5
395,R4,out,1+,A6,0.2,-3.0,47.899208,47899208.0,9579841.6,7.680328332536206,6.981358328200187,5.314248733811834,0.39060572347247025,,,,,,,,,,+,+,4,1,1.A6
396,R4,in,1+,C7,0.2,-8.0,69.812515,6981251500000.0,1396250300000.0,12.843933283772722,12.144963279436704,,,,,,,,,,,,+,i,4,1,1.C7
397,R4,in,1+,C8,0.2,-8.0,52.564449,5256444900000.0,1051288980000.0,12.720692116338235,12.021722112002216,,,,,,,,,,,,+,i,4,1,1.C8
398,R4,in,1+,C9,0.2,-8.0,77.435799,7743579900000.0,1548715980000.0,12.888941783858607,12.189971779522587,,,,,,,,,,,,+,i,4,1,1.C9
399,R4,in,1+,C10,0.2,-8.0,74.741035,7474103500000.0,1494820700000.0,12.873559107584752,12.174589103248733,,,,,,,,,,,,+,i,4,1,1.C10
400,R4,in,1+,C11,0.2,-8.0,64.790497,6479049700000.0,1295809940000.0,12.811511311378103,12.112541307042084,,,,,,,,,,,,+,i,4,1,1.C11
401,R4,in,1+,C12,0.2,-8.0,38.740932,3874093200000.0,774818640000.0,12.588170064436483,11.889200060100464,,,,,,,,,,,,+,i,4,1,1.C12
402,R4,out,1+,C7,0.2,-2.0,64.939484,6493948.399999999,1298789.68,6.812508833460864,6.113538829124845,6.031424450311858,-0.6404823321085669,,,,,,,,,,+,+,4,1,1.C7
403,R4,out,1+,C8,0.2,-3.0,74.09816,74098160.0,14819632.0,7.869807423744939,7.170837419408921,4.850884692593295,0.9250204375463165,,,,,,,,,,+,+,4,1,1.C8
404,R4,out,1+,C9,0.2,-2.0,78.529037,7852903.7,1570580.7400000002,6.895030271740487,6.1960602674044685,5.993911512118118,-0.059910508949310604,,,,,,,,,,+,+,4,1,1.C9
405,R4,out,1+,C10,0.2,-2.0,76.531189,7653118.899999999,1530623.78,6.8838384606459,6.184868456309881,5.989720646938852,0.13361050382090944,,,,,,,,,,+,+,4,1,1.C10
406,R4,out,1+,C11,0.2,-2.0,66.227615,6622761.5,1324552.3,6.821039115442635,6.122069111106616,5.990472195935468,-0.06630760604115427,,,,,,,,,,+,+,4,1,1.C11
407,R4,out,1+,C12,0.2,-2.0,23.343361,2334336.1,466867.22000000003,6.368163386356597,5.669193382020579,6.220006678079885,-0.5138844354241376,,,,,,,,,,+,+,4,1,1.C12
408,R4,in,1+,E1,0.2,-8.0,34.198624,3419862400000.0,683972480000.0,12.534008632335986,11.835038627999968,,,,,,,,,,,,+,i,4,1,1.E1
409,R4,in,1+,E2,0.2,-8.0,24.633459,2463345900000.0,492669180000.0,12.391525399217816,11.692555394881797,,,,,,,,,,,,+,i,4,1,1.E2
410,R4,in,1+,E3,0.2,-8.0,50.996807,5099680700000.0,1019936140000.0,12.707542985005942,12.008572980669923,,,,,,,,,,,,+,i,4,1,1.E3
411,R4,in,1+,E4,0.2,-8.0,76.36792,7636792000000.0,1527358400000.0,12.882910962072756,12.183940957736738,,,,,,,,,,,,+,i,4,1,1.E4
412,R4,in,1+,E5,0.2,-8.0,29.906328,2990632800000.0,598126560000.0,12.475763092160818,11.7767930878248,,,,,,,,,,,,+,i,4,1,1.E5
413,R4,in,1+,E6,0.2,-5.0,51.444725,5144472500.0,1028894500.0,9.711340850024799,9.01237084568878,,,,,,,,,,,,+,i,4,1,1.E6
414,R4,out,1+,E1,0.2,-3.0,78.809929,78809929.0,15761985.8,7.896580936249267,7.197610931913248,4.63742769608672,0.1976314745280785,,,,,,,,,,+,+,4,1,1.E1
415,R4,out,1+,E2,0.2,-4.0,51.041927,510419270.0,102083854.0,8.707927062062417,8.008957057726398,3.6835983371553986,1.2738383986902804,,,,,,,,,,+,+,4,1,1.E2
416,R4,out,1+,E3,0.2,-3.0,50.893181,50893181.0,10178636.200000001,7.706659596630262,7.007689592294243,5.00088338837568,0.14128799265999437,,,,,,,,,,+,+,4,1,1.E3
417,R4,out,1+,E4,0.2,-3.0,43.651093,43651093.0,8730218.6,7.639995122679063,6.9410251183430445,5.242915839393693,-0.16910108378682853,,,,,,,,,,+,+,4,1,1.E4
418,R4,out,1+,E5,0.2,-3.0,67.453514,67453514.0,13490702.8,7.829004579227452,7.130034574891433,4.646758512933366,-0.11980333175268765,,,,,,,,,,+,+,4,1,1.E5
419,R4,out,1+,E6,0.2,-2.0,27.311466,2731146.6,546229.3200000001,6.436345012429104,5.737375008093085,3.2749958375956947,1.057533039249205,,,,,,,,,,+,+,4,1,1.E6
420,R4,in,1+,E7,0.2,-8.0,83.112343,8311234300000.0,1662246860000.0,12.919665525573848,12.220695521237829,,,,,,,,,,,,+,i,4,1,1.E7
421,R4,in,1+,E8,0.2,-8.0,77.660378,7766037799999.999,1553207560000.0,12.890199500077072,12.191229495741053,,,,,,,,,,,,+,i,4,1,1.E8
422,R4,in,1+,E9,0.2,-8.0,105.998627,10599862700000.0,2119972540000.0,13.025300239885661,12.326330235549642,,,,,,,,,,,,+,i,4,1,1.E9
423,R4,in,1+,E10,0.2,-8.0,81.944794,8194479400000.0,1638895880000.0,12.913521367804131,12.214551363468113,,,,,,,,,,,,+,i,4,1,1.E10
424,R4,in,1+,E11,0.2,-8.0,71.476875,7147687500000.001,1429537500000.0002,12.854165556705409,12.15519555236939,,,,,,,,,,,,+,i,4,1,1.E11
425,R4,in,1+,E12,0.2,-8.0,70.710907,7071090700000.001,1414218140000.0002,12.84948640792096,12.150516403584941,,,,,,,,,,,,+,i,4,1,1.E12
426,R4,out,1+,E7,0.2,-2.0,76.6707,7667070.0,1533414.0,6.884629428363181,6.185659424027161,6.035036097210668,-1.1159025127066116,,,,,,,,,,+,+,4,1,1.E7
